取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-08-04T02:05:48.754272+09:00,天津,ZBTJ,29,25,,2,,9999,1008,,,ZBTJ 031630Z VRB02MPS CAVOK 29/25 Q1008 NOSIG
2026-08-04T03:58:05.473401+09:00,天津,ZBTJ,28,25,120,1,,9999,1008,,BKN40,ZBTJ 031830Z 12001MPS 9999 BKN040 28/25 Q1008 NOSIG
2026-08-04T05:27:28.617194+09:00,天津,ZBTJ,28,26,140,1,,9999,1008,,BKN40,ZBTJ 032000Z 14001MPS 9999 BKN040 28/26 Q1008 NOSIG
2026-08-04T06:44:42.454940+09:00,天津,ZBTJ,28,26,140,1,,9999,1008,,,ZBTJ 032130Z 14001MPS CAVOK 28/26 Q1008 NOSIG
2026-08-04T07:54:44.851055+09:00,天津,ZBTJ,30,27,130,1,,9999,1009,,,ZBTJ 032230Z 13001MPS CAVOK 30/27 Q1009 NOSIG
2026-08-04T09:03:00.157240+09:00,天津,ZBTJ,32,27,180,3,,9999,1009,,,ZBTJ 032330Z 18003MPS CAVOK 32/27 Q1009 NOSIG
2026-08-04T12:40:42.983361+09:00,天津,ZBTJ,35,25,230,4,,9999,1009,,FEW40,ZBTJ 040330Z 23004MPS 180V270 9999 FEW040 35/25 Q1009 NOSIG
2026-08-04T15:22:12.976448+09:00,天津,ZBTJ,36,26,210,4,,9999,1008,,SCT40,ZBTJ 040600Z 21004MPS 160V250 9999 SCT040 36/26 Q1008 NOSIG
2026-08-04T18:23:28.351557+09:00,天津,ZBTJ,35,25,230,3,,9999,1007,,FEW40,ZBTJ 040900Z 23003MPS 200V260 9999 FEW040 35/25 Q1007 NOSIG
2026-08-04T20:46:50.337613+09:00,天津,ZBTJ,34,25,260,2,,9999,1008,,,ZBTJ 041130Z 26002MPS CAVOK 34/25 Q1008 NOSIG
