取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-03-28T00:46:46.197852+09:00,天津,ZBTJ,8,-1,180,1,,6000,1017,,,ZBTJ 271530Z 18001MPS 6000 NSC 08/M01 Q1017 NOSIG
2026-03-28T02:44:22.321577+09:00,天津,ZBTJ,8,2,170,2,,7000,1016,,,ZBTJ 271730Z 17002MPS 7000 NSC 08/02 Q1016 NOSIG
2026-03-28T03:48:58.381735+09:00,天津,ZBTJ,6,1,150,2,,6000,1016,,,ZBTJ 271830Z 15002MPS 6000 NSC 06/01 Q1016 NOSIG
2026-03-28T04:37:56.640953+09:00,天津,ZBTJ,7,1,150,2,,6000,1015,,,ZBTJ 271930Z 15002MPS 6000 NSC 07/01 Q1015 NOSIG
2026-03-28T05:03:31.678297+09:00,天津,ZBTJ,7,1,150,2,,6000,1015,,,ZBTJ 271930Z 15002MPS 6000 NSC 07/01 Q1015 NOSIG
2026-03-28T07:40:24.940926+09:00,天津,ZBTJ,6,2,130,1,,8000,1016,,,ZBTJ 272230Z 13001MPS 8000 NSC 06/02 Q1016 NOSIG
2026-03-28T08:27:05.451683+09:00,天津,ZBTJ,7,4,130,1,,8000,1016,,,ZBTJ 272300Z 13001MPS 8000 NSC 07/04 Q1016 NOSIG
2026-03-28T08:55:59.519561+09:00,天津,ZBTJ,9,6,,1,,8000,1016,,,ZBTJ 272330Z VRB01MPS 8000 NSC 09/06 Q1016 NOSIG
2026-03-28T10:56:39.106006+09:00,天津,ZBTJ,17,2,110,2,,9999,1016,,,ZBTJ 280130Z 11002MPS CAVOK 17/02 Q1016 NOSIG
2026-03-28T13:20:47.220571+09:00,天津,ZBTJ,20,-4,150,5,,9999,1015,,,ZBTJ 280400Z 15005MPS 120V190 CAVOK 20/M04 Q1015 NOSIG
2026-03-28T14:42:38.710101+09:00,天津,ZBTJ,20,-9,160,4,,9999,1013,,,ZBTJ 280530Z 16004MPS CAVOK 20/M09 Q1013 NOSIG
