空港名,予報時刻,変化の種類,風情報,視程,天気,雲の状態,原文セグメント
天津,2026-06-03 21:00,FROM,06004KT,5000,-TSRA,BKN13 BKN33 FEW33,0312/0418 06004MPS 5000 -TSRA BKN013 BKN033 FEW033CB TX28/0406Z TN18/0321Z TN16/0418Z
天津,2026-06-03 22:00,FROM,06004KT,5000,-TSRA,BKN13 BKN33 FEW33,0312/0418 06004MPS 5000 -TSRA BKN013 BKN033 FEW033CB TX28/0406Z TN18/0321Z TN16/0418Z
天津,2026-06-03 23:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 00:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 01:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 02:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 03:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 04:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 05:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 06:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 07:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 08:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 09:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 10:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 11:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 12:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 13:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 14:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 15:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 16:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 17:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 18:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 19:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 20:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 21:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 22:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 23:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-05 00:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-05 01:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-05 02:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-05 03:00,BECMG,,3000,BR,,BECMG 0313/0314 3000 BR
天津,2026-06-04 03:00,FROM,03003KT,5000,BR,BKN10 OVC30,0318/0424 03003MPS 5000 BR BKN010 OVC030 TX26/0406Z TN17/0321Z TN15/0421Z
天津,2026-06-04 04:00,FROM,03003KT,5000,BR,BKN10 OVC30,0318/0424 03003MPS 5000 BR BKN010 OVC030 TX26/0406Z TN17/0321Z TN15/0421Z
天津,2026-06-04 05:00,FROM,03003KT,5000,BR,BKN10 OVC30,0318/0424 03003MPS 5000 BR BKN010 OVC030 TX26/0406Z TN17/0321Z TN15/0421Z
天津,2026-06-04 06:00,FROM,03003KT,5000,BR,BKN10 OVC30,0318/0424 03003MPS 5000 BR BKN010 OVC030 TX26/0406Z TN17/0321Z TN15/0421Z
天津,2026-06-04 07:00,FROM,03003KT,5000,BR,BKN10 OVC30,0318/0424 03003MPS 5000 BR BKN010 OVC030 TX26/0406Z TN17/0321Z TN15/0421Z
天津,2026-06-04 08:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-04 09:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-04 10:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-04 11:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-04 12:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-04 13:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-04 14:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 15:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 16:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 17:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 18:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 19:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 20:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-04 21:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-04 22:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-04 23:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-05 00:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-05 01:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-05 02:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-05 03:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-05 04:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-05 05:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-05 06:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-05 07:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-05 08:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-05 09:00,BECMG,,,,SCT30,BECMG 0322/0323 SCT030
天津,2026-06-04 03:00,FROM,03003KT,5000,BR,BKN10 OVC30,0318/0424 03003MPS 5000 BR BKN010 OVC030 TX26/0406Z TN17/0321Z TN15/0421Z
天津,2026-06-04 04:00,FROM,03003KT,5000,BR,BKN10 OVC30,0318/0424 03003MPS 5000 BR BKN010 OVC030 TX26/0406Z TN17/0321Z TN15/0421Z
天津,2026-06-04 05:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 06:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 07:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 08:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 09:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 10:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 11:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 12:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 13:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 14:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 15:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 16:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 17:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 18:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 19:00,TEMPO,,3000,-SHRA,FEW30 SCT40,TEMPO 0405/0410 3000 -SHRA FEW030CB SCT040
天津,2026-06-04 20:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 21:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 22:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 23:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-05 00:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-05 01:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-05 02:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-05 03:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-05 04:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-05 05:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-05 06:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-05 07:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-05 08:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-05 09:00,BECMG,,,,SCT30,BECMG 0319/0320 SCT030
天津,2026-06-04 09:00,FROM,36003KT,5000,HZ,,0400/0506 36003MPS 5000 HZ NSC TX24/0406Z TX26/0506Z TN16/0421Z
天津,2026-06-04 10:00,FROM,36003KT,5000,HZ,,0400/0506 36003MPS 5000 HZ NSC TX24/0406Z TX26/0506Z TN16/0421Z
天津,2026-06-04 11:00,FROM,36003KT,5000,HZ,,0400/0506 36003MPS 5000 HZ NSC TX24/0406Z TX26/0506Z TN16/0421Z
天津,2026-06-04 12:00,FROM,36003KT,5000,HZ,,0400/0506 36003MPS 5000 HZ NSC TX24/0406Z TX26/0506Z TN16/0421Z
天津,2026-06-04 13:00,FROM,36003KT,5000,HZ,,0400/0506 36003MPS 5000 HZ NSC TX24/0406Z TX26/0506Z TN16/0421Z
天津,2026-06-04 14:00,FROM,36003KT,5000,HZ,,0400/0506 36003MPS 5000 HZ NSC TX24/0406Z TX26/0506Z TN16/0421Z
天津,2026-06-04 15:00,TEMPO,,3000,-SHRA BR,FEW30 SCT40,TEMPO 0406/0411 3000 -SHRA BR FEW030CB SCT040
天津,2026-06-04 16:00,TEMPO,,3000,-SHRA BR,FEW30 SCT40,TEMPO 0406/0411 3000 -SHRA BR FEW030CB SCT040
