取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-06-06T02:01:04.003458+09:00,天津,ZBTJ,21,15,160,2,,9999,1009,,,ZBTJ 051630Z 16002MPS CAVOK 21/15 Q1009 NOSIG
2026-06-06T04:10:47.448044+09:00,天津,ZBTJ,21,16,140,3,,9999,1009,,,ZBTJ 051900Z 14003MPS CAVOK 21/16 Q1009 NOSIG
2026-06-06T05:56:56.932792+09:00,天津,ZBTJ,21,15,200,4,,9999,1009,,SCT33,ZBTJ 052030Z 20004MPS 9999 SCT033 21/15 Q1009 NOSIG
2026-06-06T07:13:51.009608+09:00,天津,ZBTJ,20,16,180,3,,9999,1009,,,ZBTJ 052200Z 18003MPS CAVOK 20/16 Q1009 NOSIG
