取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-02-11T03:14:43.973573+09:00,大連,ZYTL,-1,-6,300,3,,6000,1023,,,ZYTL 101800Z 30003MPS 6000 NSC M01/M06 Q1023 NOSIG
2026-02-11T04:33:33.150358+09:00,大連,ZYTL,-3,-8,300,2,,9000,1024,,,ZYTL 101900Z 30002MPS 270V330 9000 NSC M03/M08 Q1024 NOSIG
2026-02-11T05:22:27.140622+09:00,大連,ZYTL,-3,-10,,1,,9999,1023,,,ZYTL 102000Z VRB01MPS CAVOK M03/M10 Q1023 NOSIG
2026-02-11T06:25:25.825757+09:00,大連,ZYTL,-6,-9,270,3,,9999,1024,,,ZYTL 102100Z 27003MPS CAVOK M06/M09 Q1024 NOSIG
2026-02-11T07:21:54.631993+09:00,大連,ZYTL,-4,-10,,1,,9999,1024,,,ZYTL 102200Z VRB01MPS CAVOK M04/M10 Q1024 NOSIG
2026-02-11T08:21:49.449361+09:00,大連,ZYTL,-5,-10,260,3,,9999,1025,,,ZYTL 102300Z 26003MPS CAVOK M05/M10 Q1025 NOSIG
2026-02-11T09:04:56.889410+09:00,大連,ZYTL,-3,-7,260,4,,9999,1025,,,ZYTL 102330Z 26004MPS CAVOK M03/M07 Q1025 NOSIG
2026-02-11T12:27:13.041481+09:00,大連,ZYTL,4,-11,300,2,,9999,1025,,,ZYTL 110300Z 30002MPS 230V020 CAVOK 04/M11 Q1025 NOSIG
2026-02-11T14:18:33.765600+09:00,大連,ZYTL,7,-13,270,6,,9999,1024,,,METAR ZYTL 110500Z 27006MPS CAVOK 07/M13 Q1024 NOSIG
2026-02-11T15:36:20.124654+09:00,大連,ZYTL,7,-13,300,6,,9999,1022,,,ZYTL 110600Z 30006MPS 270V330 CAVOK 07/M13 Q1022 NOSIG
