取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-05-23T01:03:17.454556+09:00,大連,ZYTL,17,15,170,3,,9999,1008,-SHRA,SCT6 BKN33,ZYTL 221530Z 17003MPS 120V220 9999 -SHRA SCT006 BKN033 17/15 Q1008 NOSIG
2026-05-23T03:06:57.902689+09:00,大連,ZYTL,15,15,140,4,,7000,1007,-SHRA,SCT6 SCT7 BKN33,ZYTL 221730Z 14004MPS 110V170 7000 -SHRA SCT006 SCT007 BKN033 15/15 Q1007 RESHRA NOSIG
2026-05-23T05:12:49.780252+09:00,大連,ZYTL,16,15,160,2,,9999,1007,,SCT6 SCT7 BKN23,ZYTL 222000Z 16002MPS 100V210 9999 SCT006 SCT007 BKN023 16/15 Q1007 NOSIG
2026-05-23T06:36:47.254316+09:00,大連,ZYTL,16,15,180,3,,7000,1007,,SCT6 SCT8 BKN33,ZYTL 222100Z 18003MPS 110V240 7000 SCT006 SCT008 BKN033 16/15 Q1007 NOSIG
2026-05-23T07:37:27.700590+09:00,大連,ZYTL,16,16,140,2,,8000,1008,,SCT7 BKN33,ZYTL 222230Z 14002MPS 120V200 8000 SCT007 BKN033 16/16 Q1008 NOSIG
2026-05-23T08:43:04.184020+09:00,大連,ZYTL,17,16,140,3,,8000,1008,,SCT9 BKN40,ZYTL 222330Z 14003MPS 090V160 8000 SCT009 BKN040 17/16 Q1008 NOSIG
2026-05-23T11:33:22.481179+09:00,大連,ZYTL,19,17,190,3,,8000,1009,,SCT9 BKN33,ZYTL 230200Z 19003MPS 150V230 8000 SCT009 BKN033 19/17 Q1009 NOSIG
2026-05-23T14:53:36.832712+09:00,大連,ZYTL,21,16,160,5,,9999,1008,,FEW20 SCT33,ZYTL 230530Z 16005MPS 130V220 9999 FEW020 SCT033 21/16 Q1008 NOSIG
2026-05-23T17:10:33.367062+09:00,大連,ZYTL,22,16,180,3,,9000,1009,,FEW20 BKN33,ZYTL 230800Z 18003MPS 140V230 9000 FEW020 BKN033 22/16 Q1009 NOSIG
2026-05-23T20:36:26.573861+09:00,大連,ZYTL,18,16,140,3,,6000,1009,,SCT33,ZYTL 231100Z 14003MPS 100V190 6000 SCT033 18/16 Q1009 NOSIG
2026-05-23T21:39:41.862751+09:00,大連,ZYTL,17,15,140,2,,6000,1010,,FEW9 SCT33,ZYTL 231230Z 14002MPS 110V170 6000 FEW009 SCT033 17/15 Q1010 NOSIG
