取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-07-14T00:59:52.339666+09:00,大連,ZYTL,24,24,140,6,,6000,1001,-SHRA,BKN4 OVC23,ZYTL 131530Z 14006MPS 6000 -SHRA BKN004 OVC023 24/24 Q1001 NOSIG
2026-07-14T03:00:30.787728+09:00,大連,ZYTL,24,24,140,3,,5000,1000,-SHRA BR,BKN4 OVC23,ZYTL 131730Z 14003MPS 5000 -SHRA BR BKN004 OVC023 24/24 Q1000 NOSIG
2026-07-14T04:40:34.578357+09:00,大連,ZYTL,24,24,130,4,,8000,998,-SHRA,BKN4 OVC23,METAR ZYTL 131930Z 13004MPS 8000 -SHRA BKN004 OVC023 24/24 Q0998 NOSIG
2026-07-14T05:41:29.182522+09:00,大連,ZYTL,24,24,140,4,,9999,998,-SHRA,BKN4 OVC23,ZYTL 132030Z 14004MPS 9999 -SHRA BKN004 OVC023 24/24 Q0998 NOSIG
