取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-01-01T00:16:25.453212+09:00,大連,ZYTL,-10,-15,,1,,9999,1032,,,ZYTL 311500Z VRB01MPS CAVOK M10/M15 Q1032 NOSIG
2026-01-01T00:35:52.342598+09:00,大連,ZYTL,-10,-15,,1,,9999,1032,,,ZYTL 311500Z VRB01MPS CAVOK M10/M15 Q1032 NOSIG
2026-01-01T00:48:14.303102+09:00,大連,ZYTL,-9,-13,280,2,,9999,1032,,,ZYTL 311530Z 28002MPS CAVOK M09/M13 Q1032 NOSIG
2026-01-01T01:20:09.683996+09:00,大連,ZYTL,-10,-14,280,2,,9999,1032,,,ZYTL 311600Z 28002MPS CAVOK M10/M14 Q1032 NOSIG
2026-01-01T01:45:16.713139+09:00,大連,ZYTL,-10,-15,260,2,,9999,1031,,,ZYTL 311630Z 26002MPS 210V290 CAVOK M10/M15 Q1031 NOSIG
2026-01-01T02:14:18.113384+09:00,大連,ZYTL,-9,-14,,1,,9999,1031,,,ZYTL 311700Z VRB01MPS CAVOK M09/M14 Q1031 NOSIG
2026-01-01T02:34:14.606306+09:00,大連,ZYTL,-9,-14,,1,,9999,1031,,,ZYTL 311700Z VRB01MPS CAVOK M09/M14 Q1031 NOSIG
2026-01-01T02:46:27.330015+09:00,大連,ZYTL,-9,-13,280,2,,9999,1030,,,ZYTL 311730Z 28002MPS CAVOK M09/M13 Q1030 NOSIG
2026-01-01T03:22:57.542366+09:00,大連,ZYTL,-8,-13,,1,,9999,1030,,,ZYTL 311800Z VRB01MPS CAVOK M08/M13 Q1030 NOSIG
2026-01-01T03:54:43.665987+09:00,大連,ZYTL,-9,-13,,1,,9999,1030,,,ZYTL 311830Z VRB01MPS CAVOK M09/M13 Q1030 NOSIG
2026-01-01T04:12:21.403176+09:00,大連,ZYTL,-8,-13,290,1,,9999,1030,,,ZYTL 311900Z 29001MPS CAVOK M08/M13 Q1030 NOSIG
2026-01-01T04:29:03.541725+09:00,大連,ZYTL,-8,-13,290,1,,9999,1030,,,ZYTL 311900Z 29001MPS CAVOK M08/M13 Q1030 NOSIG
2026-01-01T04:44:36.325787+09:00,大連,ZYTL,-9,-13,290,1,,9999,1029,,,ZYTL 311930Z 29001MPS CAVOK M09/M13 Q1029 NOSIG
2026-01-01T05:17:14.106259+09:00,大連,ZYTL,-9,-13,0,0,,9999,1029,,,ZYTL 312000Z 00000MPS CAVOK M09/M13 Q1029 NOSIG
2026-01-01T05:38:34.741854+09:00,大連,ZYTL,-9,-12,0,0,,9999,1029,,,ZYTL 312030Z 00000MPS CAVOK M09/M12 Q1029 NOSIG
2026-01-01T05:50:59.358983+09:00,大連,ZYTL,-9,-12,0,0,,9999,1029,,,ZYTL 312030Z 00000MPS CAVOK M09/M12 Q1029 NOSIG
2026-01-01T06:14:08.956210+09:00,大連,ZYTL,-8,-12,,1,,9999,1028,,,ZYTL 312100Z VRB01MPS CAVOK M08/M12 Q1028 NOSIG
