timestamp,airport,icao,temperature_c,dewpoint_c,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,pressure_hpa,weather,clouds,raw
2025-12-18T00:47:45.467880+09:00,DLC,ZYTL,-2,-4,0,0,,7000,1026,,,ZYTL 171530Z 00000MPS 7000 NSC M02/M04 Q1026 NOSIG
2025-12-18T01:59:25.058469+09:00,DLC,ZYTL,-3,-4,,1,,7000,1026,,,ZYTL 171630Z VRB01MPS 7000 NSC M03/M04 Q1026 NOSIG
2025-12-18T02:48:26.726153+09:00,DLC,ZYTL,-2,-4,,1,,7000,1026,,,ZYTL 171730Z VRB01MPS 7000 NSC M02/M04 Q1026 NOSIG
2025-12-18T03:59:18.725428+09:00,DLC,ZYTL,-3,-5,110,1,,7000,1025,,,ZYTL 171830Z 11001MPS 7000 NSC M03/M05 Q1025 NOSIG
2025-12-18T04:33:20.922841+09:00,DLC,ZYTL,-3,-4,110,1,,7000,1025,,,ZYTL 171900Z 11001MPS 7000 NSC M03/M04 Q1025 NOSIG
2025-12-18T04:45:33.888465+09:00,DLC,ZYTL,-3,-5,,1,,7000,1025,,,ZYTL 171930Z VRB01MPS 7000 NSC M03/M05 Q1025 NOSIG
2025-12-18T05:44:34.841943+09:00,DLC,ZYTL,-4,-5,0,0,,7000,1024,,,ZYTL 172030Z 00000MPS 7000 NSC M04/M05 Q1024 NOSIG
2025-12-18T06:38:32.984613+09:00,DLC,ZYTL,-4,-6,0,0,,7000,1024,,,ZYTL 172130Z 00000MPS 7000 NSC M04/M06 Q1024 NOSIG
2025-12-18T06:50:26.379162+09:00,DLC,ZYTL,-4,-6,0,0,,7000,1024,,,ZYTL 172130Z 00000MPS 7000 NSC M04/M06 Q1024 NOSIG
2025-12-18T07:41:58.256506+09:00,DLC,ZYTL,-5,-6,0,0,,7000,1024,,,ZYTL 172230Z 00000MPS 7000 NSC M05/M06 Q1024 NOSIG
2025-12-18T08:34:28.874526+09:00,DLC,ZYTL,-4,-5,0,0,,7000,1024,,,ZYTL 172300Z 00000MPS 7000 NSC M04/M05 Q1024 NOSIG
2025-12-18T12:47:16.613488+09:00,DLC,ZYTL,8,-1,210,4,,9999,1023,,,ZYTL 180330Z 21004MPS 190V250 CAVOK 08/M01 Q1023 NOSIG
2025-12-18T13:58:10.086978+09:00,DLC,ZYTL,9,0,210,4,,9999,1022,,,ZYTL 180430Z 21004MPS 180V240 CAVOK 09/M00 Q1022 NOSIG
2025-12-18T14:47:44.403903+09:00,DLC,ZYTL,9,-1,210,3,,9999,1021,,,ZYTL 180530Z 21003MPS 170V270 CAVOK 09/M01 Q1021 NOSIG
2025-12-18T15:59:54.888935+09:00,DLC,ZYTL,9,-3,190,5,,9999,1020,,,ZYTL 180630Z 19005MPS CAVOK 09/M03 Q1020 NOSIG
2025-12-18T16:40:01.155803+09:00,DLC,ZYTL,8,0,170,5,,9999,1019,,,ZYTL 180730Z 17005MPS 140V200 CAVOK 08/00 Q1019 NOSIG
