timestamp,airport,icao,temperature_c,dewpoint_c,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,pressure_hpa,weather,clouds,raw
2025-12-18T00:47:43.823240+09:00,NRT,RJAA,5,4,360,5,,9999,1015,,,RJAA 171530Z AUTO 36005KT 9999 NCD 05/04 Q1015 NOSIG RMK A2998
2025-12-18T01:59:22.889776+09:00,NRT,RJAA,5,4,300,3,,9999,1015,,,RJAA 171630Z AUTO 30003KT 9999 NCD 05/04 Q1015 NOSIG RMK A3000
2025-12-18T02:48:25.102765+09:00,NRT,RJAA,4,3,330,5,,9999,1016,,,RJAA 171730Z AUTO 33005KT 9999 NCD 04/03 Q1016 NOSIG RMK A3001
2025-12-18T03:59:17.746285+09:00,NRT,RJAA,4,3,320,6,,9999,1016,,,RJAA 171830Z AUTO 32006KT 9999 NCD 04/03 Q1016 NOSIG RMK A3003
2025-12-18T04:33:18.579594+09:00,NRT,RJAA,4,2,320,5,,9999,1017,,,RJAA 171900Z AUTO 32005KT 9999 NCD 04/02 Q1017 NOSIG RMK A3004
2025-12-18T04:45:33.356881+09:00,NRT,RJAA,4,2,290,5,,9999,1017,,,RJAA 171930Z AUTO 29005KT 9999 NCD 04/02 Q1017 NOSIG RMK A3006
2025-12-18T05:44:34.162069+09:00,NRT,RJAA,2,0,,2,,9999,1018,,,RJAA 172030Z AUTO VRB02KT 9999 NCD 02/00 Q1018 BECMG 34005KT RMK A3008
2025-12-18T07:41:57.220459+09:00,NRT,RJAA,1,0,320,2,,9999,1020,,FEW30,RJAA 172230Z 32002KT 9999 FEW030 01/M00 Q1020 NOSIG RMK 1CU030 A3014
2025-12-18T08:34:26.585178+09:00,NRT,RJAA,5,4,,1,,9999,1021,,FEW30,RJAA 172300Z VRB01KT 9999 FEW030 05/04 Q1021 BECMG 35005KT
2025-12-18T08:48:56.070077+09:00,NRT,RJAA,8,1,,1,,9999,1021,,FEW30,RJAA 172330Z VRB01KT 9999 FEW030 08/01 Q1021 BECMG 36005KT
2025-12-18T12:47:14.728164+09:00,NRT,RJAA,11,-3,,4,,9999,1021,,FEW30,RJAA 180330Z VRB04KT 9999 FEW030 11/M03 Q1021 BECMG 02006KT
2025-12-18T13:58:09.303604+09:00,NRT,RJAA,12,-3,30,6,,9999,1021,,FEW30,RJAA 180430Z 03006KT 350V070 9999 FEW030 12/M03 Q1021 NOSIG RMK 1CU030 A3018
2025-12-18T14:47:43.664848+09:00,NRT,RJAA,11,-2,30,4,,9999,1022,,FEW30,RJAA 180530Z 03004KT 330V120 9999 FEW030 11/M02 Q1022 NOSIG RMK 1CU030 A3019
2025-12-18T15:59:53.402122+09:00,NRT,RJAA,11,-2,40,5,,9999,1023,,FEW30,RJAA 180630Z 04005KT 360V070 9999 FEW030 11/M02 Q1023 NOSIG RMK 1CU030 A3022
2025-12-18T16:40:00.433018+09:00,NRT,RJAA,10,0,60,6,,9999,1024,,FEW30,RJAA 180730Z 06006KT 020V090 9999 FEW030 10/00 Q1024 BECMG 05006KT RMK 1CU030 A3024
2025-12-18T16:51:07.823643+09:00,NRT,RJAA,10,0,60,6,,9999,1024,,FEW30,RJAA 180730Z 06006KT 020V090 9999 FEW030 10/00 Q1024 BECMG 05006KT
2025-12-18T17:57:35.247689+09:00,NRT,RJAA,8,1,90,5,,9999,1024,,FEW30,RJAA 180830Z 09005KT 040V130 9999 FEW030 08/01 Q1024 BECMG TL1000 04006KT
2025-12-18T18:51:29.290819+09:00,NRT,RJAA,9,0,80,5,,9999,1025,,FEW30,RJAA 180930Z 08005KT 020V110 9999 FEW030 09/00 Q1025 BECMG TL1100 04006KT RMK 1CU030 A3028
2025-12-18T19:49:26.934089+09:00,NRT,RJAA,8,1,50,4,,9999,1026,,FEW30,METAR RJAA 181030Z 05004KT 360V090 9999 FEW030 08/01 Q1026 NOSIG RMK 1CU030 A3030
2025-12-18T20:32:56.915251+09:00,NRT,RJAA,8,1,50,7,,9999,1026,,FEW30,RJAA 181100Z 05007KT 010V090 9999 FEW030 08/01 Q1026 NOSIG RMK 1CU030 A3031
2025-12-18T20:48:56.717601+09:00,NRT,RJAA,7,1,20,6,,9999,1026,,FEW30,METAR RJAA 181130Z 02006KT 9999 FEW030 07/01 Q1026 NOSIG RMK 1CU030 A3032
2025-12-18T22:50:03.388583+09:00,NRT,RJAA,4,-2,10,5,,9999,1027,,,RJAA 181330Z 01005KT CAVOK 04/M02 Q1027 NOSIG RMK A3033
2025-12-18T23:50:22.225819+09:00,NRT,RJAA,3,-3,350,7,,9999,1027,,,RJAA 181430Z AUTO 35007KT 9999 NCD 03/M03 Q1027 NOSIG RMK A3033
