timestamp,airport,icao,temperature_c,dewpoint_c,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,pressure_hpa,weather,clouds,raw
2025-12-19T00:44:08.113564+09:00,NRT,RJAA,2,-2,340,5,,9999,1027,,,RJAA 181530Z AUTO 34005KT 9999 NCD 02/M02 Q1027 NOSIG RMK A3034
2025-12-19T01:58:13.914787+09:00,NRT,RJAA,2,-2,340,5,,9999,1027,,,RJAA 181630Z AUTO 34005KT 9999 NCD 02/M02 Q1027 NOSIG RMK A3034
2025-12-19T02:48:29.629135+09:00,NRT,RJAA,2,-2,320,5,,9999,1028,,,METAR RJAA 181730Z AUTO 32005KT 9999 NSC 02/M02 Q1028 NOSIG RMK A3036
2025-12-19T03:57:50.624028+09:00,NRT,RJAA,1,-2,340,7,,9999,1027,,,RJAA 181830Z AUTO 34007KT 9999 NSC 01/M02 Q1027 NOSIG RMK A3034
2025-12-19T04:27:55.863962+09:00,NRT,RJAA,2,-3,330,6,,9999,1027,,,RJAA 181900Z AUTO 33006KT 9999 NSC 02/M03 Q1027 NOSIG RMK A3034
2025-12-19T04:44:21.777807+09:00,NRT,RJAA,0,-4,340,7,,9999,1027,,,RJAA 181930Z AUTO 34007KT 9999 NCD 00/M04 Q1027 NOSIG RMK A3034
2025-12-19T05:37:56.532826+09:00,NRT,RJAA,2,-3,330,7,,9999,1027,,,RJAA 182000Z AUTO 33007KT 9999 NSC 02/M03 Q1027 NOSIG RMK A3035
2025-12-19T05:52:52.081769+09:00,NRT,RJAA,2,-2,330,7,,9999,1028,,,RJAA 182030Z AUTO 33007KT 9999 NSC 02/M02 Q1028 NOSIG RMK A3036
2025-12-19T06:30:14.087468+09:00,NRT,RJAA,3,-2,330,6,,9999,1028,,,RJAA 182100Z 33006KT CAVOK 03/M02 Q1028 NOSIG RMK 6SC060 A3037
2025-12-19T06:46:26.197608+09:00,NRT,RJAA,3,-2,320,5,,9999,1029,,FEW40 BKN60,RJAA 182130Z 32005KT 9999 FEW040 BKN060 03/M02 Q1029 NOSIG RMK 1SC040 7SC060 A3039
2025-12-19T07:41:23.858295+09:00,NRT,RJAA,3,-2,310,4,,9999,1029,,FEW40 BKN60,RJAA 182230Z 31004KT 9999 FEW040 BKN060 03/M02 Q1029 NOSIG RMK 1SC040 6SC060 A3040
2025-12-19T08:34:18.340243+09:00,NRT,RJAA,4,-2,320,4,,9999,1029,,FEW40 BKN60,RJAA 182300Z 32004KT 9999 FEW040 BKN060 04/M02 Q1029 NOSIG RMK 1SC040 6SC060 A3041
2025-12-19T08:47:56.421743+09:00,NRT,RJAA,4,-2,320,5,,9999,1030,,FEW40 BKN60,RJAA 182330Z 32005KT 9999 FEW040 BKN060 04/M02 Q1030 NOSIG RMK 1SC040 7SC060 A3042
2025-12-19T12:50:24.529324+09:00,NRT,RJAA,11,2,,3,,9999,1028,,,RJAA 190330Z VRB03KT CAVOK 11/02 Q1028 BECMG 08005KT RMK A3036
2025-12-19T13:58:16.288388+09:00,NRT,RJAA,12,3,60,5,,9999,1027,,,RJAA 190430Z 06005KT 020V090 CAVOK 12/03 Q1027 BECMG 08005KT RMK A3035
2025-12-19T14:44:22.755748+09:00,NRT,RJAA,13,4,110,4,,9999,1027,,FEW35 BKN60,RJAA 190530Z 11004KT 070V170 9999 FEW035 BKN060 13/04 Q1027 NOSIG RMK 2SC035 7SC060 A3035
2025-12-19T15:58:09.181779+09:00,NRT,RJAA,12,4,90,4,,9999,1028,,FEW30 BKN60,RJAA 190630Z 09004KT 9999 FEW030 BKN060 12/04 Q1028 NOSIG RMK 1CU030 7SC060 A3036
