timestamp,airport,icao,temperature_c,dewpoint_c,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,pressure_hpa,weather,clouds,raw
2025-12-17T00:44:10.046120+09:00,NRT,RJAA,2,0,340,3,,9999,1017,,,RJAA 161530Z AUTO 34003KT 9999 NCD 02/00 Q1017 NOSIG RMK A3005
2025-12-17T01:59:06.001025+09:00,NRT,RJAA,1,0,0,0,,9999,1017,,,RJAA 161630Z AUTO 00000KT 9999 NCD 01/00 Q1017 NOSIG RMK A3005
2025-12-17T02:49:10.366026+09:00,NRT,RJAA,1,0,330,7,,9999,1017,,,RJAA 161730Z AUTO 33007KT 9999 NCD 01/M00 Q1017 NOSIG RMK A3005
2025-12-17T03:57:56.111297+09:00,NRT,RJAA,1,0,290,2,,9999,1017,,,RJAA 161830Z AUTO 29002KT 9999 NCD 01/M00 Q1017 NOSIG RMK A3005
2025-12-17T04:32:38.936798+09:00,NRT,RJAA,0,-1,,1,,9999,1017,,,RJAA 161900Z AUTO VRB01KT 9999 NCD M00/M01 Q1017 NOSIG RMK A3005
2025-12-17T04:46:20.698143+09:00,NRT,RJAA,0,0,300,2,,9999,1017,,,RJAA 161930Z AUTO 30002KT 9999 NCD 00/M00 Q1017 NOSIG RMK A3005
2025-12-17T05:44:05.079056+09:00,NRT,RJAA,0,-1,280,2,,9999,1017,,,RJAA 162030Z AUTO 28002KT 9999 NCD M00/M01 Q1017 NOSIG RMK A3006
2025-12-17T06:37:24.460142+09:00,NRT,RJAA,-1,-2,170,4,,9999,1018,,FEW30,RJAA 162100Z 17004KT 9999 FEW030 M01/M02 Q1018 BECMG 31005KT RMK 1CU030 A3007
2025-12-17T06:50:32.616586+09:00,NRT,RJAA,0,-1,240,4,,9999,1018,,FEW30,RJAA 162130Z 24004KT 9999 FEW030 M00/M01 Q1018 WS R34R BECMG 27005KT
2025-12-17T07:39:36.452360+09:00,NRT,RJAA,1,-1,,1,,9999,1018,,FEW30,RJAA 162230Z VRB01KT 9999 FEW030 01/M01 Q1018 BECMG 32005KT RMK 1CU030 A3009
2025-12-17T07:51:37.738768+09:00,NRT,RJAA,1,-1,,1,,9999,1018,,FEW30,RJAA 162230Z VRB01KT 9999 FEW030 01/M01 Q1018 BECMG 32005KT
2025-12-17T08:34:01.164631+09:00,NRT,RJAA,2,0,280,3,,9999,1019,,FEW30,RJAA 162300Z 28003KT 230V320 9999 FEW030 02/00 Q1019 NOSIG RMK 1CU030 A3010
2025-12-17T08:47:57.214483+09:00,NRT,RJAA,4,1,,2,,9999,1019,,FEW30,RJAA 162330Z VRB02KT 9999 FEW030 04/01 Q1019 BECMG 32005KT RMK 1CU030 A3011
2025-12-17T12:45:24.576002+09:00,NRT,RJAA,13,4,70,3,,9999,1016,,FEW35,RJAA 170330Z 07003KT 020V130 9999 FEW035 13/04 Q1016 NOSIG RMK 2CU035 A3000
2025-12-17T13:56:17.846597+09:00,NRT,RJAA,13,5,80,5,,9999,1015,,FEW30 SCT40,RJAA 170430Z 08005KT 040V110 9999 FEW030 SCT040 13/05 Q1015 NOSIG RMK 1CU030 4CU040 A2998
2025-12-17T14:45:50.670678+09:00,NRT,RJAA,13,6,130,8,,9999,1015,,FEW30 SCT40,RJAA 170530Z 13008KT 100V170 9999 FEW030 SCT040 13/06 Q1015 NOSIG RMK 1CU030 3CU040 A2998
2025-12-17T15:58:26.813816+09:00,NRT,RJAA,12,6,130,7,,9999,1014,,FEW30,RJAA 170630Z 13007KT 9999 FEW030 12/06 Q1014 NOSIG RMK 1CU030 A2996
2025-12-17T16:40:21.989344+09:00,NRT,RJAA,10,6,150,3,,9999,1014,,FEW30,RJAA 170730Z 15003KT 9999 FEW030 10/06 Q1014 NOSIG
2025-12-17T17:58:32.755518+09:00,NRT,RJAA,7,5,140,3,,9999,1014,,FEW30,RJAA 170830Z 14003KT 9999 FEW030 07/05 Q1014 NOSIG RMK 1CU030 A2995
2025-12-17T18:50:49.068154+09:00,NRT,RJAA,6,5,160,2,,9999,1014,,FEW30,RJAA 170930Z 16002KT 9999 FEW030 06/05 Q1014 NOSIG
