timestamp,airport,icao,temperature_c,dewpoint_c,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,pressure_hpa,weather,clouds,raw
2025-12-16T00:51:35.315095+09:00,HND,RJTT,8,-4,320,13,,9999,1019,,FEW50,RJTT 151530Z 32013KT 9999 FEW050 08/M04 Q1019 NOSIG RMK 2SC050 A3010
2025-12-16T02:01:48.364525+09:00,HND,RJTT,7,-5,330,13,,9999,1019,,SCT45,RJTT 151630Z 33013KT 9999 SCT045 07/M05 Q1019 NOSIG RMK 3SC045 A3011
2025-12-16T02:51:46.702073+09:00,HND,RJTT,8,-3,340,11,,9999,1020,,BKN50,RJTT 151730Z 34011KT 9999 BKN050 08/M03 Q1020 NOSIG RMK 5SC050 A3012
2025-12-16T03:58:39.455332+09:00,HND,RJTT,8,-3,350,14,,9999,1020,,BKN50,METAR RJTT 151830Z 35014KT 9999 BKN050 08/M03 Q1020 NOSIG RMK 6SC050 A3013
2025-12-16T04:34:54.591017+09:00,HND,RJTT,8,-2,350,15,,9999,1020,,FEW50,METAR RJTT 151900Z 35015KT 9999 FEW050 08/M02 Q1020 NOSIG RMK 2SC050 A3013
2025-12-16T04:46:11.293770+09:00,HND,RJTT,8,-3,20,7,,9999,1020,,BKN50,METAR RJTT 151930Z 02007KT 9999 BKN050 08/M03 Q1020 NOSIG RMK 7SC050 A3013
2025-12-16T05:46:14.889649+09:00,HND,RJTT,7,-2,350,11,,9999,1020,,SCT50,METAR RJTT 152030Z 35011KT 9999 SCT050 07/M02 Q1020 NOSIG RMK 4SC050 A3014
2025-12-16T06:38:12.692755+09:00,HND,RJTT,7,-3,360,11,,9999,1020,,SCT50,RJTT 152100Z 36011KT 9999 SCT050 07/M03 Q1020 NOSIG RMK 4SC050 A3015
2025-12-16T06:50:28.588784+09:00,HND,RJTT,8,-3,10,8,,9999,1021,,BKN50,RJTT 152130Z 01008KT 9999 BKN050 08/M03 Q1021 NOSIG RMK 6SC050 A3016
2025-12-16T07:41:42.138461+09:00,HND,RJTT,8,-2,350,9,,9999,1021,,FEW30 BKN60,RJTT 152230Z 35009KT 9999 FEW030 BKN060 08/M02 Q1021 NOSIG RMK 1CU030 6SC060 A3016
2025-12-16T08:35:25.648894+09:00,HND,RJTT,8,-2,10,8,,9999,1021,,FEW30 BKN60,RJTT 152300Z 01008KT 9999 FEW030 BKN060 08/M02 Q1021 NOSIG RMK 1CU030 6SC060 A3017
2025-12-16T08:48:41.168151+09:00,HND,RJTT,9,-1,350,8,,9999,1021,,FEW30 BKN50,RJTT 152330Z 35008KT 9999 FEW030 BKN050 09/M01 Q1021 NOSIG RMK 1CU030 7SC050 A3017
2025-12-16T12:49:16.867975+09:00,HND,RJTT,11,-1,70,4,,9999,1019,,FEW30 BKN50,RJTT 160330Z 07004KT 9999 FEW030 BKN050 11/M01 Q1019 NOSIG RMK 1CU030 7SC050 A3010
2025-12-16T13:58:52.383191+09:00,HND,RJTT,12,0,90,4,,9999,1018,,FEW30 SCT50,RJTT 160430Z 09004KT 9999 FEW030 SCT050 12/00 Q1018 NOSIG RMK 1CU030 4SC050 A3008
2025-12-16T14:47:35.471422+09:00,HND,RJTT,11,0,120,5,,9999,1018,,FEW50,RJTT 160530Z 12005KT 080V150 9999 FEW050 11/00 Q1018 NOSIG RMK 1SC050 A3008
2025-12-16T15:59:35.786144+09:00,HND,RJTT,11,1,100,4,,9999,1018,,FEW50,RJTT 160630Z 10004KT 9999 FEW050 11/01 Q1018 NOSIG RMK 1SC050 A3008
2025-12-16T16:41:41.792440+09:00,HND,RJTT,10,2,170,4,,9999,1018,,FEW50,RJTT 160730Z 17004KT 130V210 9999 FEW050 10/02 Q1018 NOSIG
2025-12-16T17:58:12.494129+09:00,HND,RJTT,11,2,190,9,,9999,1018,,FEW30,RJTT 160830Z 19009KT 150V220 9999 FEW030 11/02 Q1018 NOSIG RMK 1CU030 A3007
