timestamp,airport,icao,temperature_c,dewpoint_c,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,pressure_hpa,weather,clouds,raw
2025-12-18T00:47:44.415266+09:00,HND,RJTT,11,1,330,14,,9999,1015,,,RJTT 171530Z 33014KT CAVOK 11/01 Q1015 NOSIG RMK A2998
2025-12-18T01:59:23.665150+09:00,HND,RJTT,10,3,350,16,,9999,1016,,,RJTT 171630Z 35016KT CAVOK 10/03 Q1016 NOSIG RMK A3001
2025-12-18T02:48:25.694900+09:00,HND,RJTT,11,2,10,14,,9999,1016,,,RJTT 171730Z 01014KT CAVOK 11/02 Q1016 NOSIG RMK A3003
2025-12-18T03:59:18.181872+09:00,HND,RJTT,10,1,10,16,,9999,1017,,,RJTT 171830Z 01016KT CAVOK 10/01 Q1017 NOSIG RMK A3004
2025-12-18T04:33:19.758540+09:00,HND,RJTT,9,1,20,16,,9999,1017,,,RJTT 171900Z 02016KT CAVOK 09/01 Q1017 NOSIG RMK A3005
2025-12-18T04:45:33.556216+09:00,HND,RJTT,9,0,10,15,,9999,1018,,,RJTT 171930Z 01015KT CAVOK 09/00 Q1018 NOSIG RMK A3006
2025-12-18T05:44:34.551258+09:00,HND,RJTT,9,1,20,9,,9999,1018,,,RJTT 172030Z 02009KT CAVOK 09/01 Q1018 NOSIG RMK A3008
2025-12-18T06:38:32.341625+09:00,HND,RJTT,9,1,30,10,,9999,1019,,FEW30,RJTT 172100Z 03010KT 9999 FEW030 09/01 Q1019 NOSIG RMK 1CU030 A3010
2025-12-18T06:50:23.933554+09:00,HND,RJTT,9,1,20,9,,9999,1019,,FEW30,RJTT 172130Z 02009KT 9999 FEW030 09/01 Q1019 NOSIG RMK 1CU030 A3011
2025-12-18T07:41:57.731028+09:00,HND,RJTT,10,0,350,18,,9999,1020,,FEW30,RJTT 172230Z 35018KT 9999 FEW030 10/M00 Q1020 NOSIG RMK 1CU030 A3014
2025-12-18T08:34:27.379764+09:00,HND,RJTT,10,0,350,19,,9999,1021,,FEW30,RJTT 172300Z 35019KT 9999 FEW030 10/00 Q1021 NOSIG RMK 1CU030 A3015
2025-12-18T08:48:56.891534+09:00,HND,RJTT,10,1,350,19,,9999,1021,,FEW30,RJTT 172330Z 35019KT 9999 FEW030 10/01 Q1021 NOSIG RMK 1CU030 A3016
2025-12-18T12:47:15.431306+09:00,HND,RJTT,14,-2,350,10,,9999,1021,,FEW30,RJTT 180330Z 35010KT 9999 FEW030 14/M02 Q1021 NOSIG RMK 1CU030 A3017
2025-12-18T13:58:09.558035+09:00,HND,RJTT,13,-1,360,10,,9999,1022,,FEW30 SCT50,RJTT 180430Z 36010KT 9999 FEW030 SCT050 13/M01 Q1022 NOSIG RMK 1CU030 3SC050 A3018
2025-12-18T14:47:44.097648+09:00,HND,RJTT,13,-2,10,9,,9999,1022,,FEW30 SCT50,RJTT 180530Z 01009KT 9999 FEW030 SCT050 13/M02 Q1022 NOSIG RMK 1CU030 3SC050 A3019
2025-12-18T15:59:53.981692+09:00,HND,RJTT,13,-2,360,10,,9999,1023,,FEW30 BKN50,RJTT 180630Z 36010KT 9999 FEW030 BKN050 13/M02 Q1023 NOSIG RMK 1CU030 6SC050 A3021
2025-12-18T16:40:00.625602+09:00,HND,RJTT,12,0,10,11,,9999,1023,,FEW30 BKN60,RJTT 180730Z 01011KT 9999 FEW030 BKN060 12/M00 Q1023 NOSIG RMK 1CU030 6SC060 A3023
2025-12-18T16:51:08.372647+09:00,HND,RJTT,12,0,10,11,,9999,1023,,FEW30 BKN60,RJTT 180730Z 01011KT 9999 FEW030 BKN060 12/M00 Q1023 NOSIG RMK 1CU030 6SC060 A3023
2025-12-18T17:57:36.022140+09:00,HND,RJTT,12,3,60,9,,9999,1024,,FEW30 BKN60,RJTT 180830Z 06009KT 9999 FEW030 BKN060 12/03 Q1024 BECMG 04010KT RMK 1CU030 5AC060 A3026
2025-12-18T18:51:29.534087+09:00,HND,RJTT,11,2,80,9,,9999,1025,,BKN60,RJTT 180930Z 08009KT 9999 BKN060 11/02 Q1025 BECMG TL1100 03010KT RMK 6SC060 A3029
2025-12-18T19:49:29.847211+09:00,HND,RJTT,11,4,90,7,,9999,1026,,SCT60,METAR RJTT 181030Z 09007KT 9999 SCT060 11/04 Q1026 BECMG TL1130 34008KT RMK 4SC060 A3031
2025-12-18T20:32:57.481633+09:00,HND,RJTT,10,4,70,9,,9999,1026,,FEW20,RJTT 181100Z 07009KT 9999 FEW020 10/04 Q1026 BECMG TL1140 34006KT RMK 1CU020 A3031
