timestamp,airport,icao,temperature_c,dewpoint_c,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,pressure_hpa,weather,clouds,raw
2025-12-17T00:44:10.791625+09:00,HND,RJTT,7,1,320,7,,9999,1018,,FEW30,RJTT 161530Z 32007KT 9999 FEW030 07/01 Q1018 NOSIG RMK 1CU030 A3006
2025-12-17T01:59:06.593442+09:00,HND,RJTT,9,1,350,8,,9999,1017,,FEW30,RJTT 161630Z 35008KT 9999 FEW030 09/01 Q1017 NOSIG RMK 1CU030 A3006
2025-12-17T02:49:10.526984+09:00,HND,RJTT,8,0,320,9,,9999,1018,,FEW30,RJTT 161730Z 32009KT 9999 FEW030 08/00 Q1018 NOSIG RMK 1CU030 A3006
2025-12-17T03:57:56.477853+09:00,HND,RJTT,5,0,300,8,,9999,1018,,FEW30,RJTT 161830Z 30008KT 9999 FEW030 05/M00 Q1018 NOSIG RMK 1CU030 A3006
2025-12-17T04:32:39.326425+09:00,HND,RJTT,5,-1,270,5,,9999,1018,,FEW30,RJTT 161900Z 27005KT 9999 FEW030 05/M01 Q1018 NOSIG RMK 1CU030 A3006
2025-12-17T04:46:21.114945+09:00,HND,RJTT,5,0,280,6,,9999,1018,,FEW30,RJTT 161930Z 28006KT 9999 FEW030 05/00 Q1018 NOSIG RMK 1CU030 A3006
2025-12-17T05:44:09.113238+09:00,HND,RJTT,6,0,300,4,,9999,1018,,FEW30,RJTT 162030Z 30004KT 9999 FEW030 06/M00 Q1018 NOSIG RMK 1CU030 A3007
2025-12-17T06:37:24.637232+09:00,HND,RJTT,5,-1,320,3,,9999,1018,,FEW30,RJTT 162100Z 32003KT 280V010 9999 FEW030 05/M01 Q1018 NOSIG RMK 1CU030 A3008
2025-12-17T06:50:33.054597+09:00,HND,RJTT,5,0,310,3,,9999,1019,,FEW30,RJTT 162130Z 31003KT 9999 FEW030 05/00 Q1019 NOSIG RMK 1CU030 A3010
2025-12-17T07:39:36.665098+09:00,HND,RJTT,6,1,,2,,9999,1019,,FEW30,RJTT 162230Z VRB02KT 9999 FEW030 06/01 Q1019 NOSIG RMK 1CU030 A3011
2025-12-17T07:51:38.104667+09:00,HND,RJTT,6,1,,2,,9999,1019,,FEW30,RJTT 162230Z VRB02KT 9999 FEW030 06/01 Q1019 NOSIG RMK 1CU030 A3011
2025-12-17T08:34:01.824137+09:00,HND,RJTT,8,1,320,5,,9999,1019,,FEW30,RJTT 162300Z 32005KT 9999 FEW030 08/01 Q1019 NOSIG RMK 1CU030 A3012
2025-12-17T08:47:57.556042+09:00,HND,RJTT,8,1,320,4,,9999,1020,,FEW30,RJTT 162330Z 32004KT 280V360 9999 FEW030 08/01 Q1020 NOSIG RMK 1CU030 A3012
2025-12-17T12:45:25.085243+09:00,HND,RJTT,12,4,90,5,,9999,1016,,FEW30 SCTNone,RJTT 170330Z 09005KT 9999 FEW030 SCT/// 12/04 Q1016 BECMG FM0500 16010KT RMK 1CU030 A3002
2025-12-17T13:56:18.247540+09:00,HND,RJTT,12,4,90,5,,9999,1015,,FEW30,RJTT 170430Z 09005KT 9999 FEW030 12/04 Q1015 NOSIG RMK 1CU030 A2999
2025-12-17T14:45:50.885361+09:00,HND,RJTT,12,5,130,6,,9999,1015,,FEW30,RJTT 170530Z 13006KT 110V170 9999 FEW030 12/05 Q1015 BECMG 20014KT RMK 1CU030 A2998
2025-12-17T15:58:27.513816+09:00,HND,RJTT,13,4,190,11,,9999,1014,,FEW30,RJTT 170630Z 19011KT 9999 FEW030 13/04 Q1014 NOSIG RMK 1CU030 A2997
2025-12-17T16:40:22.350191+09:00,HND,RJTT,13,4,190,13,,9999,1014,,FEW30,RJTT 170730Z 19013KT 9999 FEW030 13/04 Q1014 NOSIG
2025-12-17T17:58:33.040462+09:00,HND,RJTT,13,5,190,8,,9999,1014,,FEW30,RJTT 170830Z 19008KT 9999 FEW030 13/05 Q1014 NOSIG RMK 1CU030 A2995
2025-12-17T18:50:49.959350+09:00,HND,RJTT,13,5,190,10,,9999,1013,,,RJTT 170930Z 19010KT 140V220 CAVOK 13/05 Q1013 BECMG 26008KT
2025-12-17T19:51:04.865028+09:00,HND,RJTT,13,5,230,9,,9999,1013,,,RJTT 171030Z 23009KT 200V280 CAVOK 13/05 Q1013 BECMG TL1130 26008KT RMK A2994
