取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-04-03T00:55:33.532036+09:00,成田,RJAA,5,3,280,3,,9999,1012,,,RJAA 021530Z AUTO 28003KT 9999 NCD 05/03 Q1012 NOSIG
2026-04-03T01:52:59.689608+09:00,成田,RJAA,6,2,300,2,,9999,1013,,,RJAA 021630Z AUTO 30002KT 9999 NCD 06/02 Q1013 NOSIG
2026-04-03T02:45:04.643174+09:00,成田,RJAA,6,1,310,4,,9999,1013,,,RJAA 021730Z AUTO 31004KT 9999 NCD 06/01 Q1013 NOSIG
2026-04-03T03:50:08.753254+09:00,成田,RJAA,7,1,320,5,,9999,1014,,,RJAA 021830Z AUTO 32005KT 9999 NCD 07/01 Q1014 NOSIG
2026-04-03T04:44:55.471345+09:00,成田,RJAA,6,1,320,5,,9999,1014,,,RJAA 021930Z AUTO 32005KT 9999 NCD 06/01 Q1014 NOSIG
2026-04-03T05:29:53.947786+09:00,成田,RJAA,4,1,280,2,,9999,1014,,,RJAA 022000Z AUTO 28002KT 9999 NCD 04/01 Q1014 NOSIG
2026-04-03T06:06:06.935761+09:00,成田,RJAA,5,2,290,4,,9999,1015,,,RJAA 022030Z AUTO 29004KT 9999 NCD 05/02 Q1015 NOSIG
2026-04-03T06:53:53.870169+09:00,成田,RJAA,8,2,330,6,,9999,1015,,FEW30,RJAA 022130Z 33006KT 9999 FEW030 08/02 Q1015 NOSIG
2026-04-03T07:26:11.642504+09:00,成田,RJAA,9,2,330,4,,9999,1016,,FEW30,RJAA 022200Z 33004KT 300V360 9999 FEW030 09/02 Q1016 NOSIG
2026-04-03T08:02:30.911537+09:00,成田,RJAA,11,2,320,5,,9999,1016,,FEW30,RJAA 022230Z 32005KT 9999 FEW030 11/02 Q1016 NOSIG
2026-04-03T08:50:46.370255+09:00,成田,RJAA,13,1,330,7,,9999,1017,,FEW30,RJAA 022330Z 33007KT 9999 FEW030 13/01 Q1017 NOSIG
2026-04-03T10:53:32.256133+09:00,成田,RJAA,17,2,310,6,,9999,1017,,FEW30,RJAA 030130Z 31006KT 240V010 9999 FEW030 17/02 Q1017 BECMG FM0230 23008KT
2026-04-03T13:26:21.005263+09:00,成田,RJAA,19,3,220,9,,9999,1016,,FEW30,RJAA 030400Z 22009KT 180V250 9999 FEW030 19/03 Q1016 NOSIG
2026-04-03T15:00:24.530207+09:00,成田,RJAA,19,7,160,11,,9999,1016,,FEW30,RJAA 030530Z 16011KT 140V200 9999 FEW030 19/07 Q1016 NOSIG
2026-04-03T16:38:13.558913+09:00,成田,RJAA,18,8,160,9,,9999,1017,,FEW30,RJAA 030700Z 16009KT 140V200 9999 FEW030 18/08 Q1017 NOSIG
