取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-02-08T00:44:02.898208+09:00,成田,RJAA,0,0,40,10,,9000,1008,,FEW2 BKN5 OVC7,RJAA 071530Z AUTO 04010KT 340V070 9000 FEW002 BKN005 OVC007 00/M00 Q1008 TEMPO 1500 -SHSN
2026-02-08T16:09:12.877236+09:00,成田,RJAA,-1,-4,350,10,,9999,1005,,FEW8 BKN70 BKN100,RJAA 080700Z 35010KT 9999 FEW008 BKN070 BKN100 M01/M04 Q1005 NOSIG
2026-02-08T16:51:20.921271+09:00,成田,RJAA,-1,-4,330,9,,9999,1005,,FEW15 BKN90,RJAA 080730Z 33009KT 9999 FEW015 BKN090 M01/M04 Q1005 NOSIG RMK 1CU015 7AC090 A2970
2026-02-08T17:26:59.952782+09:00,成田,RJAA,-1,-4,310,7,,9999,1006,,FEW15 BKN90,RJAA 080800Z 31007KT 9999 FEW015 BKN090 M01/M04 Q1006 NOSIG RMK 1CU015 7AC090 A2972
2026-02-08T18:01:25.162047+09:00,成田,RJAA,-1,-3,310,5,,9999,1006,,FEW12 SCT90 BKN110,RJAA 080830Z 31005KT 270V330 9999 FEW012 SCT090 BKN110 M01/M03 Q1006 NOSIG RMK 1ST012 3AC090 7AC110 A2973
2026-02-08T18:46:26.172809+09:00,成田,RJAA,-2,-3,280,3,,9999,1007,,,RJAA 080930Z 28003KT 240V320 CAVOK M02/M03 Q1007 NOSIG RMK A2974
2026-02-08T19:21:17.623137+09:00,成田,RJAA,-2,-4,,2,,9999,1007,,,RJAA 081000Z VRB02KT CAVOK M02/M04 Q1007 BECMG 31008KT RMK A2974
2026-02-08T19:57:53.219186+09:00,成田,RJAA,-3,-4,250,4,,9999,1007,,,RJAA 081030Z 25004KT CAVOK M03/M04 Q1007 BECMG 31012KT RMK A2976
2026-02-08T20:25:26.975287+09:00,成田,RJAA,-3,-3,250,2,,9999,1008,,,RJAA 081100Z 25002KT CAVOK M03/M03 Q1008 BECMG 31012KT RMK A2977
2026-02-08T20:51:04.198485+09:00,成田,RJAA,-3,-4,280,3,,9999,1008,,,RJAA 081130Z 28003KT CAVOK M03/M04 Q1008 BECMG 31014KT
2026-02-08T21:37:20.376090+09:00,成田,RJAA,-2,-7,300,8,,9999,1008,,,RJAA 081200Z 30008KT CAVOK M02/M07 Q1008 NOSIG RMK A2979
2026-02-08T22:30:32.615500+09:00,成田,RJAA,-2,-9,310,12,,9999,1010,,,RJAA 081300Z 31012KT 270V340 CAVOK M02/M09 Q1010 NOSIG RMK A2982
