取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-07-24T00:03:38.843975+09:00,成田,RJAA,25,24,40,6,,9999,1010,,FEW5 SCT70 BKN80,RJAA 231430Z AUTO 04006KT 9999 FEW005 SCT070 BKN080 25/24 Q1010 NOSIG
2026-07-24T01:48:02.129834+09:00,成田,RJAA,25,24,40,7,,9999,1010,,OVC5,RJAA 231630Z AUTO 04007KT 9999 OVC005 25/24 Q1010 NOSIG
2026-07-24T03:08:07.639637+09:00,成田,RJAA,25,24,50,6,,9000,1010,,BKN3 OVC5,RJAA 231800Z AUTO 05006KT 9000 BKN003 OVC005 25/24 Q1010 TEMPO 4000 BR
2026-07-24T04:47:28.419399+09:00,成田,RJAA,25,24,60,6,,6000,1010,,OVC3,RJAA 231930Z AUTO 06006KT 6000 OVC003 25/24 Q1010 TEMPO 3000 BR BECMG 02006KT
2026-07-24T05:55:48.220032+09:00,成田,RJAA,25,24,70,6,,5000,1010,BR,OVC2,RJAA 232030Z AUTO 07006KT 5000 BR OVC002 25/24 Q1010 TEMPO 4000 BR
2026-07-24T07:01:09.304712+09:00,成田,RJAA,25,24,60,6,,7000,1011,,FEW3 BKN5,RJAA 232130Z 06006KT 7000 FEW003 BKN005 25/24 Q1011 BECMG 09006KT BKN020
2026-07-24T08:13:03.808802+09:00,成田,RJAA,27,24,70,6,,9999,1011,,BKN7,RJAA 232300Z 07006KT 050V110 9999 BKN007 27/24 Q1011 BECMG BKN020
2026-07-24T09:12:27.634212+09:00,成田,RJAA,27,25,70,4,,9999,1011,,BKN10,RJAA 240000Z 07004KT 020V150 9999 BKN010 27/25 Q1011 BECMG BKN020
2026-07-24T12:46:12.259549+09:00,成田,RJAA,30,25,140,9,,9999,1010,SHRA,FEW15 BKN20,RJAA 240330Z 14009KT 9999 R16R/P2000N R16L/0900VP2000D SHRA FEW015 BKN020 30/25 Q1010 BECMG -SHRA
2026-07-24T15:20:43.686655+09:00,成田,RJAA,29,26,130,8,,9999,1009,,FEW13 BKN20,RJAA 240600Z 13008KT 080V150 9999 FEW013 BKN020 29/26 Q1009 NOSIG
