取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-02-22T00:19:29.881775+09:00,成田,RJAA,5,5,250,3,,9999,1019,,,RJAA 211500Z AUTO 25003KT 9999 NCD 05/05 Q1019 TEMPO 4000 BR
2026-02-22T00:43:58.456040+09:00,成田,RJAA,5,5,,1,,9999,1019,,,RJAA 211530Z AUTO VRB01KT 9999 NCD 05/05 Q1019 TEMPO 4000 BR
2026-02-22T01:22:13.919470+09:00,成田,RJAA,5,5,,2,,9999,1019,,,RJAA 211600Z AUTO VRB02KT 9999 R16R/P2000N R16L/P2000N NCD 05/05 Q1019 TEMPO 3000 BR
2026-02-22T02:28:01.842800+09:00,成田,RJAA,4,3,240,2,,6000,1018,,,RJAA 211700Z AUTO 24002KT 6000 NCD 04/03 Q1018 TEMPO 1500 BR BCFG
2026-02-22T02:54:04.695008+09:00,成田,RJAA,3,3,240,2,,6000,1018,,,RJAA 211730Z AUTO 24002KT 6000 NCD 03/03 Q1018 TEMPO 2000 BR BCFG
2026-02-22T05:18:24.706436+09:00,成田,RJAA,4,3,240,2,,6000,1018,,,METAR RJAA 211700Z AUTO 24002KT 6000 NCD 04/03 Q1018 TEMPO 1500 BR BCFG
2026-02-22T08:41:15.568031+09:00,成田,RJAA,9,5,140,3,,9999,1019,,FEW10,RJAA 212330Z 14003KT 100V180 9999 FEW010 09/05 Q1019 NOSIG
2026-02-22T10:45:23.337988+09:00,成田,RJAA,15,5,210,8,,9999,1019,,FEW30,RJAA 220130Z 21008KT 160V230 9999 FEW030 15/05 Q1019 NOSIG
2026-02-22T13:12:12.225884+09:00,成田,RJAA,17,6,,9,21,9999,1017,,FEW30 BKN45,RJAA 220400Z VRB09G21KT 9999 FEW030 BKN045 17/06 Q1017 BECMG 20010KT
2026-02-22T14:31:19.183828+09:00,成田,RJAA,17,8,170,9,,9999,1016,,FEW30 BKN45,RJAA 220500Z 17009KT 140V200 9999 FEW030 BKN045 17/08 Q1016 NOSIG
2026-02-22T15:25:49.936528+09:00,成田,RJAA,17,6,230,11,,9999,1016,,FEW30 BKN50,RJAA 220600Z 23011KT 190V270 9999 FEW030 BKN050 17/06 Q1016 WS R16L NOSIG
