取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-08-13T00:15:54.951600+09:00,成田,RJAA,23,23,20,7,,9999,1007,,OVC2,RJAA 121500Z AUTO 02007KT 9999 OVC002 23/23 Q1007 TEMPO 3000 BR
2026-08-13T01:11:08.919746+09:00,成田,RJAA,23,23,10,5,,9999,1007,,BKN2 OVC15,RJAA 121600Z AUTO 01005KT 9999 BKN002 OVC015 23/23 Q1007 TEMPO 4000 BR
2026-08-13T02:14:27.439874+09:00,成田,RJAA,24,23,10,7,,9999,1007,-RA,BKN3 OVC13,RJAA 121700Z AUTO 01007KT 9999 -RA BKN003 OVC013 //////CB 24/23 Q1007 TEMPO 4000 TS BR
2026-08-13T03:08:23.676798+09:00,成田,RJAA,23,23,20,8,,9999,1007,,OVC2,RJAA 121800Z AUTO 02008KT 9999 OVC002 //////CB 23/23 Q1007 TEMPO 4000 TS BR
2026-08-13T04:28:26.473729+09:00,成田,RJAA,23,23,30,5,,9999,1007,-TSRA,OVC2,RJAA 121900Z AUTO 03005KT 9999 -TSRA OVC002 //////CB 23/23 Q1007 TEMPO 4000 TS BR
2026-08-13T05:19:13.997192+09:00,成田,RJAA,23,23,20,7,,9000,1007,,OVC1,RJAA 122000Z AUTO 02007KT 9000 OVC001 //////CB 23/23 Q1007 BECMG FEW001 BKN003 FEW012CB TEMPO 3000 -TSRA BR
2026-08-13T06:07:02.946983+09:00,成田,RJAA,24,23,20,8,,1500,1007,-SHRA BR,BKN2,RJAA 122100Z 02008KT 1500 R34L/P2000N R34R/1400VP2000D -SHRA BR BKN002 24/23 Q1007 TEMPO -TSRA BR
2026-08-13T07:04:41.288912+09:00,成田,RJAA,24,23,30,8,,3500,1007,VCSH BR,BKN3,RJAA 122130Z 03008KT 3500 VCSH BR BKN003 24/23 Q1007 TEMPO 2000 -SHRA BR
2026-08-13T08:03:14.072959+09:00,成田,RJAA,24,24,30,6,,6000,1007,-SHRA,BKN3,RJAA 122230Z 03006KT 360V060 6000 -SHRA BKN003 24/24 Q1007 TEMPO 3000 -SHRA BR BECMG 08006KT
2026-08-13T09:00:08.100033+09:00,成田,RJAA,25,24,40,7,,6000,1007,-SHRA,FEW3 BKN4,RJAA 122330Z 04007KT 6000 -SHRA FEW003 BKN004 25/24 Q1007 TEMPO 3000 -TSRA BR BECMG 08006KT
2026-08-13T11:34:31.937857+09:00,成田,RJAA,25,24,20,7,,4500,1007,SHRA BR,SCT3 BKN7 BKN10,RJAA 130200Z 02007KT 4500 R34L/P2000N R34R/P2000N SHRA BR SCT003 BKN007 BKN010 25/24 Q1007 BECMG 08006KT TEMPO FEW003 BKN005
2026-08-13T13:27:35.782558+09:00,成田,RJAA,28,25,110,9,,4000,1006,SHRA BR,FEW6 BKN12 BKN25,RJAA 130400Z 11009KT 080V140 4000 R34L/P2000N R34R/P2000N SHRA BR FEW006 BKN012 BKN025 28/25 Q1006 TEMPO TSRA BR FEW003 BKN008 FEW015CB
2026-08-13T15:02:57.850414+09:00,成田,RJAA,27,25,80,7,,9999,1006,-TSRA,FEW5 BKN10 BKN15 FEW20,RJAA 130530Z 08007KT 9999 -TSRA FEW005 BKN010 BKN015 FEW020CB 27/25 Q1006 TEMPO 4000 TSRA BR FEW003 BKN008 FEW015CB
2026-08-13T16:55:43.195470+09:00,成田,RJAA,25,24,90,8,,4000,1006,SHRA BR,FEW3 BKN7 BKN10,RJAA 130730Z 09008KT 4000 SHRA BR FEW003 BKN007 BKN010 25/24 Q1006 TEMPO 3000 SHRA BR FEW003 BKN005
2026-08-13T18:06:42.742938+09:00,成田,RJAA,25,24,50,10,,4000,1006,TSRA BR,FEW3 BKN7 FEW20,RJAA 130830Z 05010KT 020V080 4000 TSRA BR FEW003 BKN007 FEW020CB 25/24 Q1006 BECMG 08010KT TEMPO 3000 +TSRA BR FEW003 BKN005 FEW015CB
2026-08-13T19:29:08.830566+09:00,成田,RJAA,25,24,40,9,,9999,1007,-TSRA,FEW3 BKN7 BKN30 FEW35,RJAA 131000Z 04009KT 010V080 9999 -TSRA FEW003 BKN007 BKN030 FEW035CB 25/24 Q1007 TEMPO 3000 TSRA BR FEW003 BKN005 FEW015CB
2026-08-13T20:24:12.718977+09:00,成田,RJAA,25,24,30,13,,5000,1008,-TSRA BR,FEW3 BKN5 FEW20,RJAA 131100Z 03013KT 5000 -TSRA BR FEW003 BKN005 FEW020CB 25/24 Q1008 TEMPO 3000 TSRA BR
2026-08-13T21:28:40.081708+09:00,成田,RJAA,24,24,20,14,,6000,1007,TSRA,FEW2 BKN4 FEW20,RJAA 131200Z 02014KT 6000 TSRA FEW002 BKN004 FEW020CB 24/24 Q1007 TEMPO 3000 -TSRA BR BECMG -TSRA BR
