取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-04-21T01:14:56.229262+09:00,成田,RJAA,13,11,160,3,,9999,1012,,,RJAA 201600Z AUTO 16003KT 9999 NSC 13/11 Q1012 NOSIG
2026-04-21T02:29:52.879767+09:00,成田,RJAA,15,12,180,4,,9999,1011,,,RJAA 201700Z AUTO 18004KT 9999 NSC 15/12 Q1011 NOSIG
2026-04-21T03:38:22.899695+09:00,成田,RJAA,15,13,180,5,,9999,1010,,FEW26 BKN30 OVC41,RJAA 201800Z AUTO 18005KT 9999 FEW026 BKN030 OVC041 15/13 Q1010 NOSIG
2026-04-21T04:42:31.627589+09:00,成田,RJAA,16,14,180,5,,9999,1009,,FEW27 SCT32 BKN50,RJAA 201930Z AUTO 18005KT 130V210 9999 FEW027 SCT032 BKN050 16/14 Q1009 NOSIG
2026-04-21T05:39:45.953797+09:00,成田,RJAA,16,14,180,6,,9999,1008,,,RJAA 202000Z AUTO 18006KT 9999 NSC 16/14 Q1008 NOSIG
2026-04-21T06:31:07.532456+09:00,成田,RJAA,17,15,160,6,,9999,1008,,FEW20 SCT170,RJAA 202100Z 16006KT 9999 FEW020 SCT170 17/15 Q1008 NOSIG
2026-04-21T07:26:12.674205+09:00,成田,RJAA,19,15,190,9,,9999,1006,,FEW15 BKN150,RJAA 202200Z 19009KT 9999 FEW015 BKN150 19/15 Q1006 NOSIG
2026-04-21T08:24:13.278710+09:00,成田,RJAA,20,16,190,10,,9999,1006,,FEW15 BKN20,RJAA 202300Z 19010KT 160V220 9999 FEW015 BKN020 20/16 Q1006 NOSIG
2026-04-21T13:21:48.884996+09:00,成田,RJAA,22,14,320,10,,9999,1007,,FEW35 SCT70 BKNNone,RJAA 210400Z 32010KT 9999 FEW035 SCT070 BKN/// 22/14 Q1007 NOSIG
2026-04-21T15:21:48.956512+09:00,成田,RJAA,24,4,320,10,,9999,1007,,FEW15 SCTNone,RJAA 210600Z 32010KT 280V340 9999 FEW015 SCT/// 24/04 Q1007 NOSIG
2026-04-21T17:19:52.519214+09:00,成田,RJAA,20,13,,6,,9999,1009,,FEW30 BKNNone,RJAA 210800Z VRB06KT 9999 FEW030 BKN/// 20/13 Q1009 BECMG 34006KT
