取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-04-04T00:24:33.207972+09:00,成田,RJAA,9,7,180,3,,9999,1020,,,RJAA 031500Z AUTO 18003KT 9999 NCD 09/07 Q1020 NOSIG
2026-04-04T01:05:01.194975+09:00,成田,RJAA,8,7,180,2,,9999,1020,,,RJAA 031530Z AUTO 18002KT 9999 NCD 08/07 Q1020 NOSIG
2026-04-04T01:57:56.357822+09:00,成田,RJAA,9,7,160,5,,9999,1019,,,RJAA 031630Z AUTO 16005KT 9999 NCD 09/07 Q1019 NOSIG
2026-04-04T02:35:44.895819+09:00,成田,RJAA,9,6,170,3,,9999,1019,,,RJAA 031700Z AUTO 17003KT 9999 NSC 09/06 Q1019 NOSIG
2026-04-04T03:04:45.221257+09:00,成田,RJAA,10,8,180,4,,9999,1019,,,RJAA 031730Z AUTO 18004KT 9999 NSC 10/08 Q1019 NOSIG
2026-04-04T04:06:51.358556+09:00,成田,RJAA,10,8,170,3,,9999,1018,,,RJAA 031830Z AUTO 17003KT 9999 NSC 10/08 Q1018 NOSIG
2026-04-04T04:53:38.070227+09:00,成田,RJAA,11,8,180,6,,9999,1018,,,RJAA 031930Z AUTO 18006KT 9999 NSC 11/08 Q1018 NOSIG
2026-04-04T05:29:58.888910+09:00,成田,RJAA,10,8,150,5,,9999,1018,,,RJAA 032000Z AUTO 15005KT 9999 NSC 10/08 Q1018 NOSIG
2026-04-04T06:04:32.019622+09:00,成田,RJAA,10,8,150,5,,9999,1018,,FEW36 OVC190,RJAA 032030Z AUTO 15005KT 9999 FEW036 OVC190 10/08 Q1018 NOSIG
2026-04-04T06:50:32.934780+09:00,成田,RJAA,12,9,160,5,,9999,1018,,BKN35,RJAA 032130Z 16005KT 9999 BKN035 12/09 Q1018 NOSIG
2026-04-04T07:27:51.923728+09:00,成田,RJAA,13,9,170,5,,9999,1018,,BKN35,RJAA 032200Z 17005KT 9999 BKN035 13/09 Q1018 NOSIG
2026-04-04T13:12:28.283262+09:00,成田,RJAA,17,12,170,18,,9999,1014,,FEW20 BKN80 BKN150,RJAA 040400Z 17018KT 9999 FEW020 BKN080 BKN150 17/12 Q1014 WS R16L TEMPO 17020G32KT
2026-04-04T14:36:26.410197+09:00,成田,RJAA,18,12,180,17,30,9999,1013,,FEW20 SCT30 BKN70,RJAA 040500Z 18017G30KT 9999 FEW020 SCT030 BKN070 18/12 Q1013 NOSIG
2026-04-04T15:38:21.969687+09:00,成田,RJAA,18,12,170,16,,9999,1013,,FEW20 SCT35 BKN110,RJAA 040600Z 17016KT 9999 FEW020 SCT035 BKN110 18/12 Q1013 WS R16L TEMPO 17020G32KT
