timestamp,airport,icao,temperature_c,dewpoint_c,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,pressure_hpa,weather,clouds,raw
2025-12-16T12:49:17.366115+09:00,TSN,ZBTJ,4,-6,100,4,,6000,1026,,,ZBTJ 160330Z 10004MPS 6000 NSC 04/M06 Q1026 NOSIG
2025-12-16T13:58:52.600943+09:00,TSN,ZBTJ,4,-7,100,4,,7000,1026,,,ZBTJ 160430Z 10004MPS 7000 NSC 04/M07 Q1026 NOSIG
2025-12-16T14:47:35.964546+09:00,TSN,ZBTJ,4,-8,90,5,,9999,1026,,,ZBTJ 160530Z 09005MPS CAVOK 04/M08 Q1026 NOSIG
2025-12-16T15:59:36.562900+09:00,TSN,ZBTJ,4,-8,100,4,,9999,1026,,,ZBTJ 160630Z 10004MPS 070V130 CAVOK 04/M08 Q1026 NOSIG
2025-12-16T16:41:42.420451+09:00,TSN,ZBTJ,4,-9,110,3,,9999,1026,,,ZBTJ 160730Z 11003MPS CAVOK 04/M09 Q1026 NOSIG
2025-12-16T17:58:12.718305+09:00,TSN,ZBTJ,3,-9,100,2,,9999,1026,,,ZBTJ 160830Z 10002MPS CAVOK 03/M09 Q1026 NOSIG
2025-12-16T18:50:13.044153+09:00,TSN,ZBTJ,1,-9,110,2,,9999,1027,,,ZBTJ 160930Z 11002MPS CAVOK 01/M09 Q1027 NOSIG
2025-12-16T19:52:03.556756+09:00,TSN,ZBTJ,1,-8,,1,,9999,1028,,,ZBTJ 161030Z VRB01MPS CAVOK 01/M08 Q1028 NOSIG
