取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-08-04T02:05:49.705875+09:00,石家荘,ZBSJ,25,23,0,0,,9999,1009,,,ZBSJ 031600Z 00000MPS CAVOK 25/23 Q1009 NOSIG
2026-08-04T03:58:05.974096+09:00,石家荘,ZBSJ,25,23,150,1,,9999,1009,,,ZBSJ 031800Z 15001MPS CAVOK 25/23 Q1009 NOSIG
2026-08-04T05:27:29.988234+09:00,石家荘,ZBSJ,24,23,,1,,9999,1009,,,ZBSJ 032000Z VRB01MPS CAVOK 24/23 Q1009 NOSIG
2026-08-04T06:44:43.350541+09:00,石家荘,ZBSJ,24,23,0,0,,9999,1009,,,ZBSJ 032100Z 00000MPS CAVOK 24/23 Q1009 NOSIG
2026-08-04T07:54:45.327278+09:00,石家荘,ZBSJ,24,23,30,1,,9999,1010,,,ZBSJ 032200Z 03001MPS CAVOK 24/23 Q1010 NOSIG
2026-08-04T09:03:00.761849+09:00,石家荘,ZBSJ,26,24,0,0,,9999,1010,,,ZBSJ 032300Z 00000MPS CAVOK 26/24 Q1010 NOSIG
2026-08-04T12:40:44.161304+09:00,石家荘,ZBSJ,32,24,310,2,,9999,1011,,,ZBSJ 040300Z 31002MPS 260V360 CAVOK 32/24 Q1011 NOSIG
2026-08-04T15:22:14.293582+09:00,石家荘,ZBSJ,35,24,,1,,9999,1009,,SCT26,ZBSJ 040600Z VRB01MPS 9999 SCT026 35/24 Q1009 NOSIG
2026-08-04T18:23:28.578972+09:00,石家荘,ZBSJ,26,24,240,5,,9999,1011,-SHRA,BKN33,ZBSJ 040900Z 24005MPS 210V280 9999 -SHRA BKN033 26/24 Q1011 BECMG AT0930 TSRA FEW030CB BKN040
2026-08-04T20:46:51.510385+09:00,石家荘,ZBSJ,25,24,280,4,,9999,1011,-SHRA,OVC43,ZBSJ 041100Z 28004MPS 250V320 9999 -SHRA OVC043 25/24 Q1011 NOSIG
