取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-07-14T00:59:53.019744+09:00,石家荘,ZBSJ,27,25,0,0,,9999,1001,,,ZBSJ 131500Z 00000MPS CAVOK 27/25 Q1001 NOSIG
2026-07-14T03:00:34.062855+09:00,石家荘,ZBSJ,26,24,,1,,9999,1001,,,ZBSJ 131700Z VRB01MPS CAVOK 26/24 Q1001 NOSIG
2026-07-14T04:40:35.329788+09:00,石家荘,ZBSJ,25,24,330,1,,9999,1000,,,METAR ZBSJ 131900Z 33001MPS CAVOK 25/24 Q1000 NOSIG
2026-07-14T05:41:29.851730+09:00,石家荘,ZBSJ,26,24,200,1,,9999,1000,,,ZBSJ 132000Z 20001MPS CAVOK 26/24 Q1000 NOSIG
2026-07-14T06:50:49.554870+09:00,石家荘,ZBSJ,26,24,290,2,,7000,1000,,,ZBSJ 132100Z 29002MPS 7000 NSC 26/24 Q1000 NOSIG
2026-07-14T07:50:43.458755+09:00,石家荘,ZBSJ,27,23,,1,,9999,1000,,,ZBSJ 132200Z VRB01MPS CAVOK 27/23 Q1000 NOSIG
2026-07-14T08:49:01.525549+09:00,石家荘,ZBSJ,29,21,310,2,,9999,1001,,,ZBSJ 132300Z 31002MPS CAVOK 29/21 Q1001 NOSIG
2026-07-14T10:57:03.248136+09:00,石家荘,ZBSJ,31,23,290,2,,9999,1001,,,ZBSJ 140100Z 29002MPS 240V340 CAVOK 31/23 Q1001 NOSIG
2026-07-14T13:50:23.074648+09:00,石家荘,ZBSJ,35,20,,1,,9999,1000,,,ZBSJ 140400Z VRB01MPS CAVOK 35/20 Q1000 NOSIG
