取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-04-21T01:14:59.211005+09:00,石家荘,ZBSJ,10,6,170,2,,9999,1017,,,ZBSJ 201600Z 17002MPS CAVOK 10/06 Q1017 NOSIG
2026-04-21T02:29:55.977039+09:00,石家荘,ZBSJ,9,7,,1,,9999,1017,,,ZBSJ 201700Z VRB01MPS CAVOK 09/07 Q1017 NOSIG
2026-04-21T03:38:27.366952+09:00,石家荘,ZBSJ,8,7,40,1,,9999,1016,,,ZBSJ 201800Z 04001MPS CAVOK 08/07 Q1016 NOSIG
2026-04-21T04:42:35.418125+09:00,石家荘,ZBSJ,8,6,160,1,,9999,1016,,,ZBSJ 201900Z 16001MPS CAVOK 08/06 Q1016 NOSIG
2026-04-21T05:39:48.713417+09:00,石家荘,ZBSJ,9,7,150,1,,9999,1016,,,ZBSJ 202000Z 15001MPS CAVOK 09/07 Q1016 NOSIG
2026-04-21T06:31:10.718279+09:00,石家荘,ZBSJ,7,6,280,1,,9999,1016,,,ZBSJ 202100Z 28001MPS CAVOK 07/06 Q1016 NOSIG
2026-04-21T07:26:14.554966+09:00,石家荘,ZBSJ,7,6,,1,,9999,1016,,,ZBSJ 202200Z VRB01MPS CAVOK 07/06 Q1016 NOSIG
2026-04-21T08:24:14.530468+09:00,石家荘,ZBSJ,10,8,,1,,9999,1016,,,ZBSJ 202300Z VRB01MPS CAVOK 10/08 Q1016 NOSIG
2026-04-21T10:07:52.137025+09:00,石家荘,ZBSJ,16,4,290,2,,9999,1016,,,ZBSJ 210100Z 29002MPS 250V330 CAVOK 16/04 Q1016 NOSIG
2026-04-21T13:21:51.619170+09:00,石家荘,ZBSJ,21,5,170,4,,9999,1015,,,ZBSJ 210400Z 17004MPS 140V200 CAVOK 21/05 Q1015 NOSIG
2026-04-21T15:21:51.664400+09:00,石家荘,ZBSJ,20,10,170,5,,9999,1013,,,ZBSJ 210600Z 17005MPS CAVOK 20/10 Q1013 NOSIG
