取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-02-17T00:24:59.493665+09:00,石家荘,ZBSJ,-5,-15,100,1,,8000,1029,,,ZBSJ 161500Z 10001MPS 8000 NSC M05/M15 Q1029 NOSIG
2026-02-17T01:09:23.560811+09:00,石家荘,ZBSJ,-4,-13,210,1,,8000,1028,,,ZBSJ 161600Z 21001MPS 8000 NSC M04/M13 Q1028 NOSIG
2026-02-17T02:05:06.832589+09:00,石家荘,ZBSJ,-4,-13,210,1,,8000,1028,,,ZBSJ 161600Z 21001MPS 8000 NSC M04/M13 Q1028 NOSIG
2026-02-17T02:57:01.350074+09:00,石家荘,ZBSJ,-5,-14,340,2,,6000,1028,,,ZBSJ 161700Z 34002MPS 6000 NSC M05/M14 Q1028 NOSIG
2026-02-17T03:42:20.100012+09:00,石家荘,ZBSJ,-4,-12,250,2,,6000,1028,,,ZBSJ 161800Z 25002MPS 6000 NSC M04/M12 Q1028 NOSIG
2026-02-17T04:29:04.353798+09:00,石家荘,ZBSJ,-5,-13,310,2,,6000,1027,,,ZBSJ 161900Z 31002MPS 6000 NSC M05/M13 Q1027 NOSIG
2026-02-17T04:55:21.714822+09:00,石家荘,ZBSJ,-5,-13,310,2,,6000,1027,,,ZBSJ 161900Z 31002MPS 6000 NSC M05/M13 Q1027 NOSIG
2026-02-17T05:24:35.607104+09:00,石家荘,ZBSJ,-6,-13,300,1,,8000,1026,,,ZBSJ 162000Z 30001MPS 8000 NSC M06/M13 Q1026 NOSIG
2026-02-17T05:59:04.880209+09:00,石家荘,ZBSJ,-6,-13,300,1,,8000,1026,,,ZBSJ 162000Z 30001MPS 8000 NSC M06/M13 Q1026 NOSIG
2026-02-17T06:34:57.526012+09:00,石家荘,ZBSJ,-7,-13,360,2,,8000,1026,,,ZBSJ 162100Z 36002MPS 8000 NSC M07/M13 Q1026 NOSIG
2026-02-17T06:55:38.056471+09:00,石家荘,ZBSJ,-7,-13,360,2,,8000,1026,,,ZBSJ 162100Z 36002MPS 8000 NSC M07/M13 Q1026 NOSIG
2026-02-17T07:23:42.136182+09:00,石家荘,ZBSJ,-8,-12,,1,,9999,1025,,,ZBSJ 162200Z VRB01MPS CAVOK M08/M12 Q1025 NOSIG
2026-02-17T08:00:15.402887+09:00,石家荘,ZBSJ,-8,-12,,1,,9999,1025,,,ZBSJ 162200Z VRB01MPS CAVOK M08/M12 Q1025 NOSIG
2026-02-17T08:46:17.812184+09:00,石家荘,ZBSJ,-4,-12,270,2,,9999,1025,,,ZBSJ 162300Z 27002MPS 250V310 CAVOK M04/M12 Q1025 NOSIG
2026-02-17T10:44:17.948256+09:00,石家荘,ZBSJ,0,-10,280,2,,8000,1026,,,ZBSJ 170100Z 28002MPS 250V320 8000 NSC M00/M10 Q1026 NOSIG
2026-02-17T13:13:57.494020+09:00,石家荘,ZBSJ,10,-20,290,2,,9999,1025,,,ZBSJ 170400Z 29002MPS 260V340 CAVOK 10/M20 Q1025 NOSIG
2026-02-17T14:37:58.028677+09:00,石家荘,ZBSJ,13,-21,280,3,,9999,1023,,,ZBSJ 170500Z 28003MPS 230V320 CAVOK 13/M21 Q1023 NOSIG
2026-02-17T15:36:44.821004+09:00,石家荘,ZBSJ,13,-22,230,4,,9999,1022,,,ZBSJ 170600Z 23004MPS 180V280 CAVOK 13/M22 Q1022 NOSIG
2026-02-17T16:35:52.028323+09:00,石家荘,ZBSJ,14,-22,200,2,,9999,1021,,,ZBSJ 170700Z 20002MPS 150V230 CAVOK 14/M22 Q1021 NOSIG
2026-02-17T17:08:02.048161+09:00,石家荘,ZBSJ,14,-21,,1,,9999,1021,,,ZBSJ 170800Z VRB01MPS CAVOK 14/M21 Q1021 NOSIG
2026-02-17T18:06:05.114006+09:00,石家荘,ZBSJ,14,-21,,1,,9999,1021,,,ZBSJ 170800Z VRB01MPS CAVOK 14/M21 Q1021 NOSIG
2026-02-17T19:08:20.272967+09:00,石家荘,ZBSJ,10,-20,190,3,,9999,1021,,,ZBSJ 171000Z 19003MPS CAVOK 10/M20 Q1021 NOSIG
