取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-02-12T00:56:06.009805+09:00,羽田,RJTT,8,0,10,7,,9999,1011,,,RJTT 111530Z 01007KT CAVOK 08/00 Q1011 NOSIG
2026-02-12T02:01:56.769851+09:00,羽田,RJTT,5,-1,310,8,,9999,1012,,,RJTT 111630Z 31008KT CAVOK 05/M01 Q1012 NOSIG
2026-02-12T03:10:19.376106+09:00,羽田,RJTT,7,-1,340,14,,9999,1012,,,RJTT 111800Z 34014KT CAVOK 07/M01 Q1012 NOSIG
2026-02-12T04:29:40.996052+09:00,羽田,RJTT,7,-2,350,17,,9999,1012,,BKN50 BKN70,RJTT 111900Z 35017KT 9999 BKN050 BKN070 07/M02 Q1012 NOSIG
2026-02-12T05:04:26.132888+09:00,羽田,RJTT,7,-2,350,16,,9999,1012,,BKN45,RJTT 111930Z 35016KT 9999 BKN045 07/M02 Q1012 NOSIG
2026-02-12T07:01:41.684877+09:00,羽田,RJTT,7,-2,350,17,,9999,1014,,FEW30 BKN40,RJTT 112130Z 35017KT 9999 FEW030 BKN040 07/M02 Q1014 NOSIG
2026-02-12T07:51:21.404788+09:00,羽田,RJTT,7,-3,10,12,,9999,1015,,FEW25 BKN45,RJTT 112230Z 01012KT 9999 FEW025 BKN045 07/M03 Q1015 NOSIG
2026-02-12T08:26:49.913549+09:00,羽田,RJTT,7,-4,10,11,,9999,1015,,FEW25 SCT45 BKN80,RJTT 112300Z 01011KT 9999 FEW025 SCT045 BKN080 07/M04 Q1015 NOSIG
2026-02-12T08:56:30.525046+09:00,羽田,RJTT,7,-5,10,10,,9999,1016,,FEW25 BKN50,RJTT 112330Z 01010KT 9999 FEW025 BKN050 07/M05 Q1016 NOSIG
2026-02-12T11:04:23.672210+09:00,羽田,RJTT,8,-5,10,12,,9999,1016,,FEW30 BKN50,RJTT 120130Z 01012KT 9999 FEW030 BKN050 08/M05 Q1016 NOSIG
2026-02-12T13:32:55.448711+09:00,羽田,RJTT,9,-3,70,7,,9999,1014,,FEW30 BKN50,RJTT 120400Z 07007KT 9999 FEW030 BKN050 09/M03 Q1014 NOSIG
2026-02-12T14:49:29.755982+09:00,羽田,RJTT,9,-2,100,6,,9999,1014,,FEW30 SCT45,METAR RJTT 120530Z 10006KT 9999 FEW030 SCT045 09/M02 Q1014 NOSIG
