取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-03-06T00:44:45.532573+09:00,羽田,RJTT,9,0,50,8,,9999,1022,,FEW40,RJTT 051530Z 05008KT 9999 FEW040 09/00 Q1022 NOSIG
2026-03-06T02:58:15.427577+09:00,羽田,RJTT,8,-2,10,2,,9999,1021,,SCT40,RJTT 051730Z 01002KT 9999 SCT040 08/M02 Q1021 NOSIG
2026-03-06T04:18:15.755946+09:00,羽田,RJTT,8,0,10,6,,9999,1021,,SCT45,RJTT 051900Z 01006KT 9999 SCT045 08/00 Q1021 NOSIG
2026-03-06T05:01:54.195730+09:00,羽田,RJTT,8,0,30,7,,9999,1021,,FEW45,RJTT 051930Z 03007KT 9999 FEW045 08/00 Q1021 NOSIG
2026-03-06T05:54:24.954359+09:00,羽田,RJTT,8,0,10,7,,9999,1022,,SCT50,RJTT 052030Z 01007KT 9999 SCT050 08/00 Q1022 NOSIG
2026-03-06T06:28:47.741311+09:00,羽田,RJTT,8,0,20,7,,9999,1022,,FEW30,RJTT 052100Z 02007KT 9999 FEW030 08/M00 Q1022 NOSIG
2026-03-06T07:00:11.893720+09:00,羽田,RJTT,8,0,10,8,,9999,1022,,FEW30 SCT50,RJTT 052130Z 01008KT 9999 FEW030 SCT050 08/00 Q1022 NOSIG
2026-03-06T08:10:54.278717+09:00,羽田,RJTT,8,0,340,6,,9999,1023,,FEW30 BKN50,RJTT 052300Z 34006KT 9999 FEW030 BKN050 08/M00 Q1023 NOSIG
2026-03-06T08:58:42.391974+09:00,羽田,RJTT,8,0,340,7,,9999,1023,,FEW30 BKN50,RJTT 052330Z 34007KT 9999 FEW030 BKN050 08/M00 Q1023 NOSIG
2026-03-06T11:28:29.243855+09:00,羽田,RJTT,10,1,20,5,,9999,1021,,FEW30 BKN35,RJTT 060200Z 02005KT 9999 FEW030 BKN035 10/01 Q1021 BECMG 08005KT
