取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-04-28T00:02:43.351371+09:00,羽田,RJTT,15,13,190,6,,9999,1011,,FEW15 SCTNone,RJTT 271430Z 19006KT 170V280 9999 FEW015 SCT/// 15/13 Q1011 NOSIG
2026-04-28T01:57:01.338647+09:00,羽田,RJTT,14,13,280,4,,9999,1010,,FEW15 BKNNone,RJTT 271630Z 28004KT 9999 FEW015 BKN/// 14/13 Q1010 NOSIG
2026-04-28T03:03:28.199231+09:00,羽田,RJTT,14,13,270,6,,9999,1011,,FEW30 BKNNone,RJTT 271730Z 27006KT 9999 FEW030 BKN/// 14/13 Q1011 NOSIG
2026-04-28T04:49:07.471182+09:00,羽田,RJTT,14,13,260,4,,9999,1012,,FEW8 SCTNone,RJTT 271930Z 26004KT 210V360 9999 FEW008 SCT/// 14/13 Q1012 NOSIG
2026-04-28T05:56:29.085516+09:00,羽田,RJTT,14,13,200,5,,9999,1012,,FEW5 BKNNone,RJTT 272030Z 20005KT 9999 FEW005 BKN/// 14/13 Q1012 BECMG FM2130 TL2200 19015KT
2026-04-28T06:51:48.413645+09:00,羽田,RJTT,18,15,180,9,,9999,1013,,FEW10 BKNNone,RJTT 272130Z 18009KT 9999 FEW010 BKN/// 18/15 Q1013 NOSIG
2026-04-28T07:45:02.775658+09:00,羽田,RJTT,19,15,190,11,,9999,1013,,FEW30 BKNNone,RJTT 272230Z 19011KT 9999 FEW030 BKN/// 19/15 Q1013 NOSIG
2026-04-28T08:47:39.202432+09:00,羽田,RJTT,20,14,180,13,,9999,1012,,FEW20 BKNNone,RJTT 272330Z 18013KT 9999 FEW020 BKN/// 20/14 Q1012 NOSIG
2026-04-28T11:28:39.899160+09:00,羽田,RJTT,22,13,180,19,,9999,1012,,FEW30 BKNNone,RJTT 280200Z 18019KT 9999 FEW030 BKN/// 22/13 Q1012 NOSIG
2026-04-28T14:45:13.796509+09:00,羽田,RJTT,21,16,190,22,,9999,1008,,FEW30 BKNNone,RJTT 280530Z 19022KT 9999 FEW030 BKN/// 21/16 Q1008 TEMPO FM0600 21025G35KT
