取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-01-15T00:24:22.750455+09:00,羽田,RJTT,6,-8,300,6,,9999,1018,,,RJTT 141500Z 30006KT CAVOK 06/M08 Q1018 NOSIG RMK A3007
2026-01-15T00:51:35.565242+09:00,羽田,RJTT,5,-8,320,6,,9999,1018,,,RJTT 141530Z 32006KT CAVOK 05/M08 Q1018 NOSIG RMK A3007
2026-01-15T01:24:01.499503+09:00,羽田,RJTT,6,-8,280,5,,9999,1018,,,RJTT 141600Z 28005KT CAVOK 06/M08 Q1018 NOSIG RMK A3008
2026-01-15T02:00:42.235879+09:00,羽田,RJTT,5,-8,290,4,,9999,1019,,,RJTT 141630Z 29004KT CAVOK 05/M08 Q1019 NOSIG RMK A3009
2026-01-15T02:44:51.470261+09:00,羽田,RJTT,5,-8,300,3,,9999,1019,,,RJTT 141730Z 30003KT 250V320 CAVOK 05/M08 Q1019 NOSIG RMK A3009
2026-01-15T03:26:33.402314+09:00,羽田,RJTT,5,-7,300,6,,9999,1019,,,RJTT 141800Z 30006KT CAVOK 05/M07 Q1019 NOSIG RMK A3010
2026-01-15T03:58:57.482389+09:00,羽田,RJTT,4,-7,300,5,,9999,1019,,,RJTT 141830Z 30005KT CAVOK 04/M07 Q1019 NOSIG RMK A3009
2026-01-15T04:23:50.308135+09:00,羽田,RJTT,4,-6,300,5,,9999,1018,,,RJTT 141900Z 30005KT CAVOK 04/M06 Q1018 NOSIG RMK A3008
2026-01-15T04:46:32.813111+09:00,羽田,RJTT,3,-6,270,4,,9999,1019,,,RJTT 141930Z 27004KT CAVOK 03/M06 Q1019 NOSIG RMK A3010
2026-01-15T05:16:42.956951+09:00,羽田,RJTT,3,-5,300,5,,9999,1019,,,RJTT 142000Z 30005KT CAVOK 03/M05 Q1019 NOSIG RMK A3010
2026-01-15T05:39:28.885346+09:00,羽田,RJTT,4,-5,300,6,,9999,1019,,,RJTT 142030Z 30006KT CAVOK 04/M05 Q1019 NOSIG RMK A3011
2026-01-15T05:53:26.722207+09:00,羽田,RJTT,4,-5,300,6,,9999,1019,,,RJTT 142030Z 30006KT CAVOK 04/M05 Q1019 NOSIG RMK A3011
2026-01-15T06:17:04.391178+09:00,羽田,RJTT,4,-5,330,5,,9999,1019,,,RJTT 142100Z 33005KT CAVOK 04/M05 Q1019 NOSIG RMK A3010
2026-01-15T06:38:48.361226+09:00,羽田,RJTT,4,-5,330,5,,9999,1019,,,RJTT 142100Z 33005KT CAVOK 04/M05 Q1019 NOSIG RMK A3010
2026-01-15T06:52:04.600426+09:00,羽田,RJTT,4,-5,340,3,,9999,1019,,FEW30,RJTT 142130Z 34003KT 9999 FEW030 04/M05 Q1019 NOSIG RMK 1CU030 A3010
2026-01-15T07:17:41.397389+09:00,羽田,RJTT,5,-5,320,6,,9999,1019,,FEW30,RJTT 142200Z 32006KT 9999 FEW030 05/M05 Q1019 NOSIG RMK 1CU030 A3011
2026-01-15T07:42:57.486285+09:00,羽田,RJTT,5,-7,310,5,,9999,1019,,FEW40 SCTNone,RJTT 142230Z 31005KT 9999 FEW040 SCT/// 05/M07 Q1019 NOSIG
2026-01-15T08:14:19.189781+09:00,羽田,RJTT,7,-6,330,5,,9999,1019,,FEW40 BKNNone,RJTT 142300Z 33005KT 9999 FEW040 BKN/// 07/M06 Q1019 NOSIG RMK 1SC040 A3010
2026-01-15T08:46:02.601355+09:00,羽田,RJTT,7,-6,320,5,,9999,1019,,FEW35 SCTNone,RJTT 142330Z 32005KT 280V350 9999 FEW035 SCT/// 07/M06 Q1019 NOSIG RMK 1SC035 A3011
2026-01-15T10:16:00.750165+09:00,羽田,RJTT,9,-6,,1,,9999,1019,,FEW35 BKNNone,RJTT 150100Z VRB01KT 9999 FEW035 BKN/// 09/M06 Q1019 BECMG 10005KT RMK 1SC035 A3010
2026-01-15T12:09:51.237002+09:00,羽田,RJTT,10,-3,130,6,,9999,1016,,FEW30 BKNNone,RJTT 150300Z 13006KT 9999 FEW030 BKN/// 10/M03 Q1016 NOSIG RMK 1CU030 A3000
