取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-05-10T00:31:49.412168+09:00,羽田,RJTT,17,3,350,11,,9999,1018,,FEW30 BKNNone,RJTT 091500Z 35011KT 9999 FEW030 BKN/// 17/03 Q1018 NOSIG
2026-05-10T01:32:18.698812+09:00,羽田,RJTT,17,4,350,10,,9999,1018,,FEW30 SCTNone,RJTT 091600Z 35010KT 9999 FEW030 SCT/// 17/04 Q1018 NOSIG
2026-05-10T02:32:49.829905+09:00,羽田,RJTT,17,3,10,8,,9999,1018,,FEW30,RJTT 091700Z 01008KT 340V040 9999 FEW030 17/03 Q1018 NOSIG
2026-05-10T03:34:54.553148+09:00,羽田,RJTT,17,4,350,10,,9999,1018,,FEW60,RJTT 091800Z 35010KT 9999 FEW060 17/04 Q1018 NOSIG
2026-05-10T04:42:27.320854+09:00,羽田,RJTT,17,4,30,5,,9999,1019,,FEW30,RJTT 091930Z 03005KT 9999 FEW030 17/04 Q1019 NOSIG
2026-05-10T05:38:31.425688+09:00,羽田,RJTT,16,5,40,10,,9999,1020,,FEW30 SCT70,RJTT 092000Z 04010KT 9999 FEW030 SCT070 16/05 Q1020 NOSIG
2026-05-10T06:27:01.942634+09:00,羽田,RJTT,17,5,30,10,,9999,1020,,FEW30 BKN60,RJTT 092100Z 03010KT 9999 FEW030 BKN060 17/05 Q1020 NOSIG
