取得日時,空港名,ICAOコード,気温(°C),露点温度(°C),風向(°),風速(kt),最大瞬間風速(kt),視程(m),気圧(hPa),現在天気,雲の状態,原文
2026-05-07T00:37:57.196491+09:00,羽田,RJTT,18,17,170,8,,9999,1017,,FEW6 BKN40 BKN100,RJTT 061500Z 17008KT 9999 FEW006 BKN040 BKN100 18/17 Q1017 NOSIG
2026-05-07T02:10:12.706294+09:00,羽田,RJTT,18,17,270,4,,3000,1016,-RA BR,SCT6 BKN25,RJTT 061700Z 27004KT 3000 -RA BR SCT006 BKN025 18/17 Q1016 TEMPO FEW003 BKN005
2026-05-07T04:01:25.337293+09:00,羽田,RJTT,18,17,,1,,5000,1016,-RA BR,FEW4 SCT8 BKN15,RJTT 061830Z VRB01KT 5000 -RA BR FEW004 SCT008 BKN015 18/17 Q1016 TEMPO FEW005 BKN008
2026-05-07T05:47:51.461492+09:00,羽田,RJTT,18,16,190,4,,9999,1015,,FEW15 BKN40,RJTT 062030Z 19004KT 150V230 9999 FEW015 BKN040 18/16 Q1015 NOSIG
2026-05-07T06:52:16.013657+09:00,羽田,RJTT,18,17,300,4,,9999,1015,,FEW7 SCT15,RJTT 062130Z 30004KT 260V330 9999 FEW007 SCT015 18/17 Q1015 NOSIG
2026-05-07T07:43:59.727897+09:00,羽田,RJTT,19,16,50,3,,9999,1015,,FEW15,RJTT 062230Z 05003KT 9999 FEW015 19/16 Q1015 NOSIG
2026-05-07T08:43:47.177143+09:00,羽田,RJTT,20,17,90,3,,9999,1014,,FEW15,RJTT 062330Z 09003KT 9999 FEW015 20/17 Q1014 NOSIG
2026-05-07T11:26:51.484517+09:00,羽田,RJTT,22,17,160,9,,9999,1013,,FEW20 BKNNone,RJTT 070200Z 16009KT 130V200 9999 FEW020 BKN/// 22/17 Q1013 NOSIG
2026-05-07T14:47:05.232751+09:00,羽田,RJTT,23,19,190,15,,9999,1011,,FEW14 BKN120 BKNNone,RJTT 070530Z 19015KT 9999 FEW014 BKN120 BKN/// 23/19 Q1011 NOSIG
2026-05-07T17:25:48.486341+09:00,羽田,RJTT,22,19,180,15,,9999,1009,,FEW10 BKN140 BKNNone,RJTT 070800Z 18015KT 9999 FEW010 BKN140 BKN/// 22/19 Q1009 NOSIG
2026-05-07T19:52:16.256021+09:00,羽田,RJTT,20,19,190,15,,9999,1009,PRFG BR,FEW1 BKN9 BKN140,RJTT 071030Z 19015KT 9999 R16R/P2000N R22/P2000N R16L/P2000N R23/0900VP2000U PRFG BR FEW001 BKN009 BKN140 20/19 Q1009 TEMPO FEW001 SCT002 BKN005
2026-05-07T21:26:41.962264+09:00,羽田,RJTT,20,18,200,16,,9999,1009,,FEW8 BKNNone,RJTT 071200Z 20016KT 9999 FEW008 BKN/// 20/18 Q1009 NOSIG
