timestamp,airport,icao,temperature_c,dewpoint_c,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,pressure_hpa,weather,clouds,raw
2025-12-15T02:00:37.102962+00:00,NRT,RJAA,11,0,290,15,26,9999,1012,,FEW30,SPECI RJAA 150150Z 29015G26KT 250V340 9999 FEW030 11/M00 Q1012 RMK 1CU030 A2990
2025-12-15T02:00:37.222837+00:00,HND,RJTT,13,-1,330,16,,9999,1013,,FEW30,RJTT 150130Z 33016KT 9999 FEW030 13/M01 Q1013 NOSIG RMK 1CU030 A2993
2025-12-15T02:00:37.517777+00:00,DLC,ZYTL,5,-1,240,2,,9999,1022,,,ZYTL 150130Z 24002MPS 130V300 CAVOK 05/M01 Q1022 NOSIG
2025-12-15T02:00:47.546519+00:00,NRT,RJAA,11,0,290,15,26,9999,1012,,FEW30,SPECI RJAA 150150Z 29015G26KT 250V340 9999 FEW030 11/M00 Q1012 RMK 1CU030 A2990
2025-12-15T02:00:47.652107+00:00,HND,RJTT,13,-1,330,16,,9999,1013,,FEW30,RJTT 150130Z 33016KT 9999 FEW030 13/M01 Q1013 NOSIG RMK 1CU030 A2993
2025-12-15T02:00:47.911369+00:00,DLC,ZYTL,5,-1,240,2,,9999,1022,,,ZYTL 150130Z 24002MPS 130V300 CAVOK 05/M01 Q1022 NOSIG
2025-12-15T03:58:33.256621+00:00,NRT,RJAA,12,-2,310,16,26,9999,1013,,FEW30,SPECI RJAA 150341Z 31016G26KT 280V340 9999 FEW030 12/M02 Q1013 RMK 1CU030 A2991
2025-12-15T03:58:33.460835+00:00,HND,RJTT,14,0,340,13,,9999,1013,,FEW30,RJTT 150330Z 34013KT 9999 FEW030 14/M00 Q1013 NOSIG RMK 1CU030 A2992
2025-12-15T03:58:33.941934+00:00,DLC,ZYTL,7,-2,220,4,,9999,1020,,,ZYTL 150330Z 22004MPS 190V260 CAVOK 07/M02 Q1020 NOSIG
2025-12-15T05:01:55.916446+00:00,NRT,RJAA,12,-2,310,16,26,9999,1013,,FEW30,RJAA 150430Z 31016G26KT 9999 FEW030 12/M02 Q1013 NOSIG RMK 1CU030 A2992
2025-12-15T05:01:56.325679+00:00,HND,RJTT,13,1,350,12,,9999,1013,,FEW30,RJTT 150430Z 35012KT 9999 FEW030 13/01 Q1013 NOSIG RMK 1CU030 A2993
2025-12-15T05:01:57.113967+00:00,DLC,ZYTL,8,-3,240,4,,9999,1020,,,ZYTL 150430Z 24004MPS CAVOK 08/M03 Q1020 NOSIG
