timestamp,airport,icao,temperature_c,dewpoint_c,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,pressure_hpa,weather,clouds,raw
2025-12-15T05:52:22.548666+00:00,NRT,RJAA,12,-4,310,15,,9999,1013,,FEW30,RJAA 150530Z 31015KT 9999 FEW030 12/M04 Q1013 TEMPO 31018G28KT RMK 1CU030 A2994
2025-12-15T05:52:22.897582+00:00,HND,RJTT,13,-1,340,14,,9999,1014,,FEW30,RJTT 150530Z 34014KT 9999 FEW030 13/M01 Q1014 NOSIG RMK 1CU030 A2996
2025-12-15T05:52:23.199119+00:00,TSN,ZBTJ,6,-3,360,2,,6000,1017,,,ZBTJ 150530Z 36002MPS 290V040 6000 NSC 06/M03 Q1017 NOSIG
2025-12-15T05:52:23.435140+00:00,DLC,ZYTL,9,-8,190,3,,9999,1019,,,ZYTL 150530Z 19003MPS 120V230 CAVOK 09/M08 Q1019 NOSIG
2025-12-15T07:00:37.230864+00:00,NRT,RJAA,11,-4,310,11,,9999,1014,,FEW30,RJAA 150630Z 31011KT 270V330 9999 FEW030 11/M04 Q1014 TEMPO 31018G28KT
2025-12-15T07:00:37.310890+00:00,HND,RJTT,13,-2,360,15,,9999,1014,,FEW30,RJTT 150630Z 36015KT 9999 FEW030 13/M02 Q1014 NOSIG RMK 1CU030 A2997
2025-12-15T07:00:37.485298+00:00,TSN,ZBTJ,6,-3,,1,,6000,1017,,,ZBTJ 150630Z VRB01MPS 6000 NSC 06/M03 Q1017 NOSIG
2025-12-15T07:00:37.548040+00:00,DLC,ZYTL,8,-5,160,3,,9999,1018,,,ZYTL 150630Z 16003MPS 130V200 CAVOK 08/M05 Q1018 NOSIG
2025-12-15T07:47:09.000695+00:00,NRT,RJAA,10,-6,300,11,,9999,1015,,FEW30,RJAA 150730Z 30011KT 9999 FEW030 10/M06 Q1015 WS R34R NOSIG RMK 1CU030 A2999
2025-12-15T07:47:09.422728+00:00,HND,RJTT,11,-1,360,14,,9999,1016,,FEW30,RJTT 150730Z 36014KT 9999 FEW030 11/M01 Q1016 NOSIG RMK 1CU030 A3000
2025-12-15T07:47:09.779274+00:00,TSN,ZBTJ,6,-3,,1,,6000,1017,,,ZBTJ 150730Z VRB01MPS 6000 NSC 06/M03 Q1017 NOSIG
2025-12-15T07:47:10.124269+00:00,DLC,ZYTL,7,-4,170,4,,9999,1018,,,ZYTL 150730Z 17004MPS CAVOK 07/M04 Q1018 NOSIG
2025-12-15T08:59:43.328076+00:00,NRT,RJAA,8,-5,270,6,,9999,1016,,FEW30,RJAA 150830Z 27006KT 240V310 9999 FEW030 08/M05 Q1016 NOSIG RMK 1CU030 A3001
2025-12-15T08:59:43.481937+00:00,HND,RJTT,10,-3,340,16,,9999,1017,,FEW30,RJTT 150830Z 34016KT 9999 FEW030 10/M03 Q1017 NOSIG RMK 1CU030 A3003
2025-12-15T08:59:43.967206+00:00,DLC,ZYTL,6,-3,180,2,,9999,1019,,,ZYTL 150830Z 18002MPS 150V210 CAVOK 06/M03 Q1019 NOSIG
2025-12-15T09:56:34.226501+00:00,NRT,RJAA,7,-5,330,7,,9999,1017,,FEW30,RJAA 150930Z 33007KT 280V350 9999 FEW030 07/M05 Q1017 NOSIG RMK 1CU030 A3005
2025-12-15T09:56:34.631191+00:00,HND,RJTT,10,-2,340,17,,9999,1017,,,RJTT 150930Z 34017KT CAVOK 10/M02 Q1017 NOSIG RMK A3005
2025-12-15T09:56:35.385319+00:00,DLC,ZYTL,6,-3,,1,,9999,1019,,,ZYTL 150930Z VRB01MPS CAVOK 06/M03 Q1019 NOSIG
